,E_sto,P_sto,P_load_sp,P_shed,P_load,P_sun,P_curt,P_pv,P_grid,c_grid
176,0.0743846154,-0.0653846154,0.45,0,0.45,0.384615385,0,0.384615385,0,0.2
176.5,0.0416923077,0.108615385,0.276,0,0.276,0.384615385,0,0.384615385,0,0.2
177,0.096,0.182923077,0.394,0,0.394,0.576923077,0,0.576923077,0,0.2
177.5,0.187461538,0.573384615,0.242,0,0.242,0.815384615,0,0.815384615,0,0.2
178,0.474153846,0.0712307692,0.698,0,0.698,0.769230769,0,0.769230769,0,0.2
178.5,0.509769231,0.577230769,0.292,0,0.292,0.869230769,0,0.869230769,0,0.2
179,0.798384615,0.347230769,0.422,0,0.422,0.769230769,0,0.769230769,0,0.2
179.5,0.972,0.790153846,0.656,0,0.656,1.44615385,0,1.44615385,0,0.2
180,1.36707692,1.05276923,0.678,0,0.678,1.73076923,0,1.73076923,0,0.2
180.5,1.89346154,0.778461538,0.76,0,0.76,1.53846154,0,1.53846154,0,0.2
181,2.28269231,0.654,0.646,0,0.646,1.3,0,1.3,0,0.2
181.5,2.60969231,0.730153846,0.716,0,0.716,1.44615385,0,1.44615385,0,0.2
182,2.97476923,1.09276923,0.638,0,0.638,1.73076923,0,1.73076923,0,0.2
182.5,3.52115385,1.02892308,0.748,0,0.748,1.77692308,0,1.77692308,0,0.2
183,4.03561538,0.880461538,0.658,0,0.658,1.53846154,0,1.53846154,0,0.2
183.5,4.47584615,1.17876923,0.652,0,0.652,1.83076923,0,1.83076923,0,0.2
184,5.06523077,0.674307692,0.818,0,0.818,1.49230769,0,1.49230769,0,0.2
184.5,5.40238462,0.405846154,0.748,0,0.748,1.15384615,0,1.15384615,0,0.2
185,5.60530769,0.103692308,1.004,0,1.004,1.10769231,0,1.10769231,0,0.2
185.5,5.65715385,-0.467076923,1.044,0,1.044,0.576923077,0,0.576923077,0,0.2
186,5.42361538,-0.911538462,1.25,0,1.25,0.338461538,0,0.338461538,0,0.2
186.5,4.96784615,-0.827692308,1.02,0,1.02,0.192307692,0,0.192307692,0,0.2
187,4.554,-0.829846154,0.876,0,0.876,0.0461538462,0,0.0461538462,0,0.2
187.5,4.13907692,-1.31,1.31,0,1.31,0,0,0,0,0.2
188,3.48407692,-0.778,0.778,0,0.778,0,0,0,0,0.2
188.5,3.09507692,-0.874,0.874,0,0.874,0,0,0,0,0.2
189,2.65807692,-0.87,0.87,0,0.87,0,0,0,0,0.2
189.5,2.22307692,-0.536,0.536,0,0.536,0,0,0,0,0.2
190,1.95507692,-0.378,0.378,0,0.378,0,0,0,0,0.2
190.5,1.76607692,-0.42,0.42,0,0.42,0,0,0,0,0.2
191,1.55607692,-0.346,0.346,0,0.346,0,0,0,0,0.2
191.5,1.38307692,-0.354,0.354,0,0.354,0,0,0,0,0.2
192,1.20607692,-0.384,0.384,0,0.384,0,0,0,0,0.1
192.5,1.01407692,-0.448,0.448,0,0.448,0,0,0,0,0.1
193,0.790076923,-0.298,0.298,0,0.298,0,0,0,0,0.1
193.5,0.641076923,-0.26,0.26,0,0.26,0,0,0,0,0.1
194,0.511076923,-0.45,0.45,0,0.45,0,0,0,0,0.1
194.5,0.286076923,-0.288,0.288,0,0.288,0,0,0,0,0.1
195,0.142076923,-0.284153846,0.286,0,0.286,0,0,0,0.00184615385,0.1
195.5,0,0,0.362,0,0.362,0,0,0,0.362,0.1
196,0,0,0.22,0,0.22,0,0,0,0.22,0.1
196.5,0,0,0.374,0,0.374,0,0,0,0.374,0.1
197,0,0,0.318,0,0.318,0.0461538462,0,0.0461538462,0.271846154,0.1
197.5,0,0,0.254,0,0.254,0,0,0,0.254,0.1
198,0,0,0.81,0,0.81,0.0461538462,0,0.0461538462,0.763846154,0.2
198.5,0,0,0.936,0,0.936,0.192307692,0,0.192307692,0.743692308,0.2
199,0,0,0.86,0,0.86,0.338461538,0,0.338461538,0.521538462,0.2
199.5,0,0,0.968,0,0.968,0.384615385,0,0.384615385,0.583384615,0.2
200,0,0.00707692308,0.716,0,0.716,0.723076923,0,0.723076923,0,0.2
200.5,0.00353846154,-0.00707692308,1.214,0,1.214,0.915384615,0,0.915384615,0.291538462,0.2
201,0,0.632,0.668,0,0.668,1.3,0,1.3,0,0.2
201.5,0.316,1.23646154,0.302,0,0.302,1.53846154,0,1.53846154,0,0.2
202,0.934230769,0.910153846,0.436,0,0.436,1.34615385,0,1.34615385,0,0.2
202.5,1.38930769,1.06415385,0.282,0,0.282,1.34615385,0,1.34615385,0,0.2
203,1.92138462,0.842153846,0.604,0,0.604,1.44615385,0,1.44615385,0,0.2
203.5,2.34246154,0.162,1.138,0,1.138,1.3,0,1.3,0,0.2
204,2.42346154,1.36538462,0.85,0,0.85,2.21538462,0,2.21538462,0,0.2
204.5,3.10615385,1.29738462,0.918,0,0.918,2.21538462,0,2.21538462,0,0.2
205,3.75484615,0.402153846,1.044,0,1.044,1.44615385,0,1.44615385,0,0.2
205.5,3.95592308,0.316615385,1.368,0,1.368,1.68461538,0,1.68461538,0,0.2
206,4.11423077,0.0843076923,1.408,0,1.408,1.49230769,0,1.49230769,0,0.2
206.5,4.15638462,0.00969230769,1.098,0,1.098,1.10769231,0,1.10769231,0,0.2
207,4.16123077,0.171230769,0.698,0,0.698,0.869230769,0,0.869230769,0,0.2
207.5,4.24684615,-0.314923077,0.938,0,0.938,0.623076923,0,0.623076923,0,0.2
208,4.08938462,-0.551538462,0.89,0,0.89,0.338461538,0,0.338461538,0,0.2
208.5,3.81361538,-0.789846154,0.936,0,0.936,0.146153846,0,0.146153846,0,0.2
209,3.41869231,-0.721692308,0.914,0,0.914,0.192307692,0,0.192307692,0,0.2
209.5,3.05784615,-0.929692308,1.222,0,1.222,0.292307692,0,0.292307692,0,0.2
210,2.593,-1.66384615,1.81,0,1.81,0.146153846,0,0.146153846,0,0.2
210.5,1.76107692,-2.17384615,2.22,0,2.22,0.0461538462,0,0.0461538462,0,0.2
211,0.674153846,-0.94,0.94,0,0.94,0,0,0,0,0.2
211.5,0.204153846,-0.408307692,1.006,0,1.006,0,0,0,0.597692308,0.2
212,0,0,1.254,0,1.254,0,0,0,1.254,0.2
212.5,0,0,0.878,0,0.878,0,0,0,0.878,0.2
213,0,0,0.96,0,0.96,0,0,0,0.96,0.2
213.5,0,0,0.928,0,0.928,0,0,0,0.928,0.2
214,0,0,0.856,0,0.856,0,0,0,0.856,0.2
214.5,0,0,0.794,0,0.794,0,0,0,0.794,0.2
215,0,0,0.868,0,0.868,0,0,0,0.868,0.2
215.5,0,0,0.676,0,0.676,0,0,0,0.676,0.2
216,0,0,0.386,0,0.386,0,0,0,0.386,0.1
216.5,0,0,0.266,0,0.266,0,0,0,0.266,0.1
217,0,0,0.284,0,0.284,0,0,0,0.284,0.1
217.5,0,0,0.522,0,0.522,0,0,0,0.522,0.1
218,0,0,0.366,0,0.366,0,0,0,0.366,0.1
218.5,0,0,0.408,0,0.408,0,0,0,0.408,0.1
219,0,0,0.368,0,0.368,0,0,0,0.368,0.1
219.5,0,0,0.242,0,0.242,0,0,0,0.242,0.1
220,0,0,0.35,0,0.35,0,0,0,0.35,0.1
220.5,0,0,0.404,0,0.404,0,0,0,0.404,0.1
221,0,0,0.616,0,0.616,0,0,0,0.616,0.1
221.5,0,0,0.414,0,0.414,0,0,0,0.414,0.1
222,0,0,0.934,0,0.934,0.0461538462,0,0.0461538462,0.887846154,0.2
222.5,0,0,0.536,0,0.536,0.1,0,0.1,0.436,0.2
223,0,0,0.476,0,0.476,0.238461538,0,0.238461538,0.237538462,0.2
223.5,0,0.0167692308,0.414,0,0.414,0.430769231,0,0.430769231,0,0.2
224,0.00838461538,0.543230769,0.226,0,0.226,0.769230769,0,0.769230769,0,0.2
224.5,0.28,0.529384615,0.386,0,0.386,0.915384615,0,0.915384615,0,0.2
225,0.544692308,0.108615385,0.376,0,0.376,0.484615385,0,0.484615385,0,0.2
225.5,0.599,0.241076923,0.382,0,0.382,0.623076923,0,0.623076923,0,0.2
226,0.719538462,0.647538462,0.414,0,0.414,1.06153846,0,1.06153846,0,0.2
226.5,1.04330769,0.964153846,0.382,0,0.382,1.34615385,0,1.34615385,0,0.2
227,1.52538462,0.992153846,0.354,0,0.354,1.34615385,0,1.34615385,0,0.2
227.5,2.02146154,-0.0110769231,0.588,0,0.588,0.576923077,0,0.576923077,0,0.2
228,2.01592308,0.413384615,0.402,0,0.402,0.815384615,0,0.815384615,0,0.2
228.5,2.22261538,0.51,0.79,0,0.79,1.3,0,1.3,0,0.2
229,2.47761538,0.708307692,0.684,0,0.684,1.39230769,0,1.39230769,0,0.2
229.5,2.83176923,0.407692308,0.7,0,0.7,1.10769231,0,1.10769231,0,0.2
230,3.03561538,0.0853846154,0.73,0,0.73,0.815384615,0,0.815384615,0,0.2
230.5,3.07830769,0.253692308,0.854,0,0.854,1.10769231,0,1.10769231,0,0.2
231,3.20515385,0.237384615,0.678,0,0.678,0.915384615,0,0.915384615,0,0.2
231.5,3.32384615,0.351230769,0.418,0,0.418,0.769230769,0,0.769230769,0,0.2
232,3.49946154,0.107076923,0.516,0,0.516,0.623076923,0,0.623076923,0,0.2
232.5,3.553,-0.193384615,0.678,0,0.678,0.484615385,0,0.484615385,0,0.2
233,3.45630769,-0.577692308,0.87,0,0.87,0.292307692,0,0.292307692,0,0.2
233.5,3.16746154,-0.611538462,0.95,0,0.95,0.338461538,0,0.338461538,0,0.2
234,2.86169231,-0.825692308,1.118,0,1.118,0.292307692,0,0.292307692,0,0.2
234.5,2.44884615,-0.793846154,0.94,0,0.94,0.146153846,0,0.146153846,0,0.2
235,2.05192308,-1.024,1.024,0,1.024,0,0,0,0,0.2
235.5,1.53992308,-1.096,1.096,0,1.096,0,0,0,0,0.2
236,0.991923077,-0.972,0.972,0,0.972,0,0,0,0,0.2
236.5,0.505923077,-1.01184615,1.016,0,1.016,0,0,0,0.00415384615,0.2
237,0,0,0.952,0,0.952,0.0461538462,0,0.0461538462,0.905846154,0.2
237.5,0,0,1.088,0,1.088,0,0,0,1.088,0.2
238,0,0,0.71,0,0.71,0,0,0,0.71,0.2
238.5,0,0,0.646,0,0.646,0,0,0,0.646,0.2
239,0,0,0.488,0,0.488,0,0,0,0.488,0.2
239.5,0,0,0.41,0,0.41,0,0,0,0.41,0.2
240,0,0,0.358,0,0.358,0,0,0,0.358,0.1
240.5,0,0,0.352,0,0.352,0,0,0,0.352,0.1
241,0,0,0.268,0,0.268,0,0,0,0.268,0.1
241.5,0,0,0.324,0,0.324,0,0,0,0.324,0.1
242,0,0,0.302,0,0.302,0,0,0,0.302,0.1
242.5,0,0,0.318,0,0.318,0,0,0,0.318,0.1
243,0,0,0.482,0,0.482,0,0,0,0.482,0.1
243.5,0,0,0.4,0,0.4,0,0,0,0.4,0.1
244,0,0,0.442,0,0.442,0,0,0,0.442,0.1
244.5,0,0,0.376,0,0.376,0,0,0,0.376,0.1
245,0,0,0.278,0,0.278,0,0,0,0.278,0.1
245.5,0,0,0.456,0,0.456,0,0,0,0.456,0.1
246,0,0,0.934,0,0.934,0.0461538462,0,0.0461538462,0.887846154,0.2
246.5,0,0,0.7,0,0.7,0.0461538462,0,0.0461538462,0.653846154,0.2
247,0,0,0.448,0,0.448,0.146153846,0,0.146153846,0.301846154,0.2
247.5,0,0,0.468,0,0.468,0.238461538,0,0.238461538,0.229538462,0.2
248,0,0.170769231,0.36,0,0.36,0.530769231,0,0.530769231,0,0.2
248.5,0.0853846154,0.571384615,0.244,0,0.244,0.815384615,0,0.815384615,0,0.2
249,0.371076923,1.50876923,0.322,0,0.322,1.83076923,0,1.83076923,0,0.2
249.5,1.12546154,1.54707692,0.376,0,0.376,1.92307692,0,1.92307692,0,0.2
250,1.899,1.04030769,0.352,0,0.352,1.39230769,0,1.39230769,0,0.2
250.5,2.41915385,1.78538462,0.43,0,0.43,2.21538462,0,2.21538462,0,0.2
251,3.31184615,1.67553846,0.486,0,0.486,2.16153846,0,2.16153846,0,0.2
251.5,4.14961538,2.114,0.486,0,0.486,2.6,0,2.6,0,0.2
252,5.20661538,2.31276923,0.618,0,0.618,2.93076923,0,2.93076923,0,0.2
252.5,6.363,2.13092308,0.946,0,0.946,3.07692308,0,3.07692308,0,0.2
253,7.42846154,1.14307692,0.82,0,0.82,2.83846154,0.875384615,1.96307692,0,0.2
253.5,8,0,0.788,0,0.788,2.98461538,2.19661538,0.788,0,0.2
254,8,0,0.784,0,0.784,2.93076923,2.14676923,0.784,0,0.2
254.5,8,0,0.866,0,0.866,2.79230769,1.92630769,0.866,0,0.2
255,8,0,0.758,0,0.758,2.30769231,1.54969231,0.758,0,0.2
255.5,8,0,0.414,0,0.414,2.06923077,1.65523077,0.414,0,0.2
256,8,0,0.474,0,0.474,1.53846154,1.06446154,0.474,0,0.2
256.5,8,0,0.854,0,0.854,1.63846154,0.784461538,0.854,0,0.2
257,8,-0.00661538462,0.922,0,0.922,0.915384615,0,0.915384615,0,0.2
257.5,7.99669231,-0.521230769,0.952,0,0.952,0.430769231,0,0.430769231,0,0.2
258,7.73607692,-0.681538462,1.02,0,1.02,0.338461538,0,0.338461538,0,0.2
258.5,7.39530769,-0.635538462,0.874,0,0.874,0.238461538,0,0.238461538,0,0.2
259,7.07753846,-0.74,0.84,0,0.84,0.1,0,0.1,0,0.2
259.5,6.70753846,-0.806,0.806,0,0.806,0,0,0,0,0.2
260,6.30453846,-0.834,0.834,0,0.834,0,0,0,0,0.2
260.5,5.88753846,-0.892,0.892,0,0.892,0,0,0,0,0.2
261,5.44153846,-0.852,0.852,0,0.852,0,0,0,0,0.2
261.5,5.01553846,-1.34,1.34,0,1.34,0,0,0,0,0.2
262,4.34553846,-1.054,1.054,0,1.054,0,0,0,0,0.2
262.5,3.81853846,-0.954,0.954,0,0.954,0,0,0,0,0.2
263,3.34153846,-0.732,0.732,0,0.732,0,0,0,0,0.2
263.5,2.97553846,-0.622,0.622,0,0.622,0,0,0,0,0.2
264,2.66453846,-0.58,0.58,0,0.58,0,0,0,0,0.1
264.5,2.37453846,-0.446,0.446,0,0.446,0,0,0,0,0.1
265,2.15153846,-0.428,0.428,0,0.428,0,0,0,0,0.1
265.5,1.93753846,-0.452,0.452,0,0.452,0,0,0,0,0.1
266,1.71153846,-0.356,0.356,0,0.356,0,0,0,0,0.1
266.5,1.53353846,-0.36,0.36,0,0.36,0,0,0,0,0.1
267,1.35353846,-0.434,0.434,0,0.434,0,0,0,0,0.1
267.5,1.13653846,-0.574,0.574,0,0.574,0,0,0,0,0.1
268,0.849538462,-0.536,0.536,0,0.536,0,0,0,0,0.1
268.5,0.581538462,-0.33,0.33,0,0.33,0,0,0,0,0.1
269,0.416538462,-0.696,0.696,0,0.696,0,0,0,0,0.1
269.5,0.0685384615,-0.137076923,0.608,0,0.608,0.0461538462,0,0.0461538462,0.424769231,0.1
270,0,0,0.53,0,0.53,0,0,0,0.53,0.2
270.5,0,0,0.432,0,0.432,0.192307692,0,0.192307692,0.239692308,0.2
271,0,0,0.412,0,0.412,0.292307692,0,0.292307692,0.119692308,0.2
271.5,0,0,0.486,0,0.486,0.430769231,0,0.430769231,0.0552307692,0.2
272,0,0.0672307692,0.702,0,0.702,0.769230769,0,0.769230769,0,0.2
272.5,0.0336153846,0.171076923,0.552,0,0.552,0.723076923,0,0.723076923,0,0.2
273,0.119153846,0.443384615,0.372,0,0.372,0.815384615,0,0.815384615,0,0.2
273.5,0.340846154,0.637538462,0.424,0,0.424,1.06153846,0,1.06153846,0,0.2
274,0.659615385,0.335384615,0.48,0,0.48,0.815384615,0,0.815384615,0,0.2
274.5,0.827307692,-0.316461538,1.278,0,1.278,0.961538462,0,0.961538462,0,0.2
275,0.669076923,0.869846154,0.384,0,0.384,1.25384615,0,1.25384615,0,0.2
275.5,1.104,0.783692308,0.324,0,0.324,1.10769231,0,1.10769231,0,0.2
276,1.49584615,1.47107692,0.452,0,0.452,1.92307692,0,1.92307692,0,0.2
276.5,2.23138462,-0.143538462,0.482,0,0.482,0.338461538,0,0.338461538,0,0.2
277,2.15961538,-0.189692308,0.482,0,0.482,0.292307692,0,0.292307692,0,0.2
277.5,2.06476923,-0.174769231,0.944,0,0.944,0.769230769,0,0.769230769,0,0.2
278,1.97738462,-0.0706153846,0.986,0,0.986,0.915384615,0,0.915384615,0,0.2
278.5,1.94207692,0.951076923,0.972,0,0.972,1.92307692,0,1.92307692,0,0.2
279,2.41761538,1.10723077,0.962,0,0.962,2.06923077,0,2.06923077,0,0.2
279.5,2.97123077,0.608615385,0.976,0,0.976,1.58461538,0,1.58461538,0,0.2
280,3.27553846,-0.03,1.23,0,1.23,1.2,0,1.2,0,0.2
280.5,3.26053846,0.0975384615,0.964,0,0.964,1.06153846,0,1.06153846,0,0.2
281,3.30930769,-0.216461538,1.178,0,1.178,0.961538462,0,0.961538462,0,0.2
281.5,3.20107692,-0.551076923,1.228,0,1.228,0.676923077,0,0.676923077,0,0.2
282,2.92553846,-0.709230769,1.14,0,1.14,0.430769231,0,0.430769231,0,0.2
282.5,2.57092308,-0.227076923,0.904,0,0.904,0.676923077,0,0.676923077,0,0.2
283,2.45738462,-0.825846154,0.972,0,0.972,0.146153846,0,0.146153846,0,0.2
283.5,2.04446154,-0.877846154,0.924,0,0.924,0.0461538462,0,0.0461538462,0,0.2
284,1.60553846,-0.95,0.95,0,0.95,0,0,0,0,0.2
284.5,1.13053846,-0.976,0.976,0,0.976,0,0,0,0,0.2
285,0.642538462,-1.01,1.01,0,1.01,0,0,0,0,0.2
285.5,0.137538462,-0.275076923,0.858,0,0.858,0,0,0,0.582923077,0.2
286,0,0,1.024,0,1.024,0,0,0,1.024,0.2
286.5,0,0,0.952,0,0.952,0,0,0,0.952,0.2
287,0,0,0.626,0,0.626,0,0,0,0.626,0.2
287.5,0,0,0.592,0,0.592,0,0,0,0.592,0.2
288,0,0,0.468,0,0.468,0,0,0,0.468,0.1
288.5,0,0,0.504,0,0.504,0,0,0,0.504,0.1
289,0,0,0.394,0,0.394,0,0,0,0.394,0.1
289.5,0,0,0.314,0,0.314,0,0,0,0.314,0.1
290,0,0,0.352,0,0.352,0,0,0,0.352,0.1
290.5,0,0,0.35,0,0.35,0,0,0,0.35,0.1
291,0,0,0.472,0,0.472,0,0,0,0.472,0.1
291.5,0,0,0.438,0,0.438,0,0,0,0.438,0.1
292,0,0,0.416,0,0.416,0,0,0,0.416,0.1
292.5,0,0,0.404,0,0.404,0,0,0,0.404,0.1
293,0,0,0.332,0,0.332,0,0,0,0.332,0.1
293.5,0,0,0.336,0,0.336,0,0,0,0.336,0.1
294,0,0,0.372,0,0.372,0.0461538462,0,0.0461538462,0.325846154,0.2
294.5,0,0,0.62,0,0.62,0.0461538462,0,0.0461538462,0.573846154,0.2
295,0,0,0.494,0,0.494,0.146153846,0,0.146153846,0.347846154,0.2
295.5,0,0,0.504,0,0.504,0.292307692,0,0.292307692,0.211692308,0.2
296,0,0.0870769231,0.536,0,0.536,0.623076923,0,0.623076923,0,0.2
296.5,0.0435384615,0.445384615,0.47,0,0.47,0.915384615,0,0.915384615,0,0.2
297,0.266230769,0.940153846,0.406,0,0.406,1.34615385,0,1.34615385,0,0.2
297.5,0.736307692,1.31676923,0.414,0,0.414,1.73076923,0,1.73076923,0,0.2
298,1.39469231,1.51707692,0.506,0,0.506,2.02307692,0,2.02307692,0,0.2
298.5,2.15323077,1.92584615,0.428,0,0.428,2.35384615,0,2.35384615,0,0.2
299,3.11615385,1.856,0.744,0,0.744,2.6,0,2.6,0,0.2
299.5,4.04415385,1.936,0.664,0,0.664,2.6,0,2.6,0,0.2
300,5.01215385,0.876307692,0.616,0,0.616,1.49230769,0,1.49230769,0,0.2
300.5,5.45030769,-0.249692308,0.542,0,0.542,0.292307692,0,0.292307692,0,0.2
301,5.32546154,-0.83,0.83,0,0.83,0,0,0,0,0.2
301.5,4.91046154,-0.862,0.962,0,0.962,0.1,0,0.1,0,0.2
302,4.47946154,-0.647692308,0.94,0,0.94,0.292307692,0,0.292307692,0,0.2
302.5,4.15561538,-0.639384615,1.024,0,1.024,0.384615385,0,0.384615385,0,0.2
303,3.83592308,0.0556923077,0.952,0,0.952,1.00769231,0,1.00769231,0,0.2
303.5,3.86376923,-0.531230769,1.062,0,1.062,0.530769231,0,0.530769231,0,0.2
304,3.59815385,-0.461384615,0.846,0,0.846,0.384615385,0,0.384615385,0,0.2
304.5,3.36746154,-0.427230769,0.858,0,0.858,0.430769231,0,0.430769231,0,0.2
305,3.15384615,-0.188769231,0.958,0,0.958,0.769230769,0,0.769230769,0,0.2
305.5,3.05946154,-0.381076923,0.958,0,0.958,0.576923077,0,0.576923077,0,0.2
306,2.86892308,-0.703692308,0.996,0,0.996,0.292307692,0,0.292307692,0,0.2
306.5,2.51707692,-1.01784615,1.164,0,1.164,0.146153846,0,0.146153846,0,0.2
307,2.00815385,-1.13984615,1.186,0,1.186,0.0461538462,0,0.0461538462,0,0.2
307.5,1.43823077,-1.112,1.112,0,1.112,0,0,0,0,0.2
308,0.882230769,-1.01,1.01,0,1.01,0,0,0,0,0.2
308.5,0.377230769,-0.754461538,0.87,0,0.87,0,0,0,0.115538462,0.2
309,0,0,0.794,0,0.794,0,0,0,0.794,0.2
309.5,0,0,0.586,0,0.586,0,0,0,0.586,0.2
310,0,0,0.59,0,0.59,0,0,0,0.59,0.2
310.5,0,0,0.564,0,0.564,0,0,0,0.564,0.2
311,0,0,0.504,0,0.504,0,0,0,0.504,0.2
311.5,0,0,0.55,0,0.55,0,0,0,0.55,0.2
312,0,0,0.542,0,0.542,0,0,0,0.542,0.1
312.5,0,0,0.414,0,0.414,0,0,0,0.414,0.1
313,0,0,0.44,0,0.44,0,0,0,0.44,0.1
313.5,0,0,0.524,0,0.524,0,0,0,0.524,0.1
314,0,0,0.506,0,0.506,0.0461538462,0,0.0461538462,0.459846154,0.1
314.5,0,0,0.544,0,0.544,0,0,0,0.544,0.1
315,0,0,0.496,0,0.496,0,0,0,0.496,0.1
315.5,0,0,0.412,0,0.412,0,0,0,0.412,0.1
316,0,0,0.242,0,0.242,0,0,0,0.242,0.1
316.5,0,0,0.506,0,0.506,0,0,0,0.506,0.1
317,0,0,0.424,0,0.424,0,0,0,0.424,0.1
317.5,0,0,0.71,0,0.71,0,0,0,0.71,0.1
318,0,0,0.902,0,0.902,0,0,0,0.902,0.2
318.5,0,0,0.882,0,0.882,0,0,0,0.882,0.2
319,0,0,0.566,0,0.566,0,0,0,0.566,0.2
319.5,0,0,0.56,0,0.56,0.146153846,0,0.146153846,0.413846154,0.2
320,0,0,0.332,0,0.332,0.146153846,0,0.146153846,0.185846154,0.2
320.5,0,0,0.782,0,0.782,0.1,0,0.1,0.682,0.2
321,0,0,0.476,0,0.476,0.146153846,0,0.146153846,0.329846154,0.2
321.5,0,0,0.392,0,0.392,0.192307692,0,0.192307692,0.199692308,0.2
322,0,0,0.344,0,0.344,0.192307692,0,0.192307692,0.151692308,0.2
322.5,0,0,0.384,0,0.384,0.292307692,0,0.292307692,0.0916923077,0.2
323,0,0.387076923,0.336,0,0.336,0.723076923,0,0.723076923,0,0.2
323.5,0.193538462,0.305230769,0.464,0,0.464,0.769230769,0,0.769230769,0,0.2
324,0.346153846,0.245230769,0.624,0,0.624,0.869230769,0,0.869230769,0,0.2
324.5,0.468769231,0.371538462,0.59,0,0.59,0.961538462,0,0.961538462,0,0.2
325,0.654538462,0.629846154,0.524,0,0.524,1.15384615,0,1.15384615,0,0.2
325.5,0.969461538,0.155692308,0.852,0,0.852,1.00769231,0,1.00769231,0,0.2
326,1.04730769,-0.253384615,0.738,0,0.738,0.484615385,0,0.484615385,0,0.2
326.5,0.920615385,-0.395230769,0.926,0,0.926,0.530769231,0,0.530769231,0,0.2
327,0.723,-0.257384615,0.742,0,0.742,0.484615385,0,0.484615385,0,0.2
327.5,0.594307692,-0.493692308,0.786,0,0.786,0.292307692,0,0.292307692,0,0.2
328,0.347461538,-0.694923077,0.994,0,0.994,0.292307692,0,0.292307692,0.00676923077,0.2
328.5,0,0,1.008,0,1.008,0.292307692,0,0.292307692,0.715692308,0.2
329,0,0,1.066,0,1.066,0.192307692,0,0.192307692,0.873692308,0.2
329.5,0,0,1.158,0,1.158,0.238461538,0,0.238461538,0.919538462,0.2
330,0,0,1.134,0,1.134,0.238461538,0,0.238461538,0.895538462,0.2
330.5,0,0,1.188,0,1.188,0.146153846,0,0.146153846,1.04184615,0.2
331,0,0,1.04,0,1.04,0.146153846,0,0.146153846,0.893846154,0.2
331.5,0,0,1.116,0,1.116,0,0,0,1.116,0.2
332,0,0,1.006,0,1.006,0,0,0,1.006,0.2
332.5,0,0,1.118,0,1.118,0,0,0,1.118,0.2
333,0,0,1.032,0,1.032,0.0461538462,0,0.0461538462,0.985846154,0.2
333.5,0,0,1.072,0,1.072,0,0,0,1.072,0.2
334,0,0,0.824,0,0.824,0,0,0,0.824,0.2
334.5,0,0,0.77,0,0.77,0,0,0,0.77,0.2
335,0,0,0.746,0,0.746,0,0,0,0.746,0.2
335.5,0,0,0.48,0,0.48,0,0,0,0.48,0.2
336,0,0,0.428,0,0.428,0,0,0,0.428,0.1
336.5,0,0,0.71,0,0.71,0,0,0,0.71,0.1
337,0,0,0.402,0,0.402,0,0,0,0.402,0.1
337.5,0,0,0.44,0,0.44,0,0,0,0.44,0.1
338,0,0,0.378,0,0.378,0,0,0,0.378,0.1
338.5,0,0,0.43,0,0.43,0,0,0,0.43,0.1
339,0,0,0.284,0,0.284,0,0,0,0.284,0.1
339.5,0,0,0.49,0,0.49,0,0,0,0.49,0.1
340,0,0,0.352,0,0.352,0,0,0,0.352,0.1
340.5,0,0,0.434,0,0.434,0,0,0,0.434,0.1
341,0,0,0.282,0,0.282,0,0,0,0.282,0.1
341.5,0,0,0.42,0,0.42,0,0,0,0.42,0.1
342,0,0,0.812,0,0.812,0,0,0,0.812,0.2
342.5,0,0,0.532,0,0.532,0.1,0,0.1,0.432,0.2
343,0,0,0.504,0,0.504,0.192307692,0,0.192307692,0.311692308,0.2
343.5,0,0,0.482,0,0.482,0.292307692,0,0.292307692,0.189692308,0.2
344,0,0.0206153846,0.364,0,0.364,0.384615385,0,0.384615385,0,0.2
344.5,0.0103076923,0.469230769,0.3,0,0.3,0.769230769,0,0.769230769,0,0.2
345,0.244923077,0.443384615,0.472,0,0.472,0.915384615,0,0.915384615,0,0.2
345.5,0.466615385,0.713692308,0.394,0,0.394,1.10769231,0,1.10769231,0,0.2
346,0.823461538,0.623846154,0.63,0,0.63,1.25384615,0,1.25384615,0,0.2
346.5,1.13538462,0.906153846,0.54,0,0.54,1.44615385,0,1.44615385,0,0.2
347,1.58846154,1.44938462,0.666,0,0.666,2.11538462,0,2.11538462,0,0.2
347.5,2.31315385,1.43938462,0.676,0,0.676,2.11538462,0,2.11538462,0,0.2
348,3.03284615,1.78769231,0.52,0,0.52,2.30769231,0,2.30769231,0,0.2
348.5,3.92669231,1.19738462,2.218,0,2.218,3.41538462,0,3.41538462,0,0.2
349,4.52538462,0.877230769,1.192,0,1.192,2.06923077,0,2.06923077,0,0.2
349.5,4.964,1.41753846,0.744,0,0.744,2.16153846,0,2.16153846,0,0.2
350,5.67276923,-0.333692308,1.726,0,1.726,1.39230769,0,1.39230769,0,0.2
350.5,5.50592308,-0.357692308,1.85,0,1.85,1.49230769,0,1.49230769,0,0.2
351,5.32707692,1.49092308,1.586,0,1.586,3.07692308,0,3.07692308,0,0.2
351.5,6.07253846,1.31446154,1.524,0,1.524,2.83846154,0,2.83846154,0,0.2
352,6.72976923,1.692,0.908,0,0.908,2.6,0,2.6,0,0.2
352.5,7.57576923,0.792461538,0.846,0,0.846,1.63846154,0,1.63846154,0,0.2
