A4_1,A4_2,A4_3,D4_1,D4_2,D4_3,D3_1,D3_2,D3_3,D3_4,D3_5,D3_6,D2_1,D2_2,D2_3,D2_4,D2_5,D2_6,D2_7,D2_8,D2_9,D2_10,D2_11,D2_12,D1_1,D1_2,D1_3,D1_4,D1_5,D1_6,D1_7,D1_8,D1_9,D1_10,D1_11,D1_12,D1_13,D1_14,D1_15,D1_16,D1_17,D1_18,D1_19,D1_20,D1_21,D1_22,D1_23,D1_24
-8.402440574052001676e-02,4.136607469062220099e-03,7.988779827145782442e-02,-2.579117335329640052e-03,2.795672632095822507e-01,-4.373497040119778134e-02,-2.312964634635742664e-18,1.400899175262582987e-02,1.412513157376045214e-01,-9.055554621460015774e-02,-4.625929269271485328e-18,-2.312964634635742664e-18,-4.625929269271485328e-18,-4.625929269271485328e-18,-4.625929269271485328e-18,-4.625929269271485328e-18,-1.082531754730548385e-01,3.537658773652742061e-01,-6.250000000000000000e-02,-4.625929269271485328e-18,-4.625929269271485328e-18,-4.625929269271485328e-18,-4.625929269271485328e-18,-4.625929269271485328e-18,-1.156482317317871332e-18,-1.156482317317871332e-18,-1.156482317317871332e-18,-1.156482317317871332e-18,-1.156482317317871332e-18,-1.156482317317871332e-18,-1.156482317317871332e-18,-1.156482317317871332e-18,-1.156482317317871332e-18,-1.156482317317871332e-18,8.365163037378079425e-01,-1.294095225512603697e-01,-1.156482317317871332e-18,-1.156482317317871332e-18,-1.156482317317871332e-18,-1.156482317317871332e-18,-1.156482317317871332e-18,-1.156482317317871332e-18,-1.156482317317871332e-18,-1.156482317317871332e-18,-1.156482317317871332e-18,-1.156482317317871332e-18,-1.156482317317871332e-18,-1.156482317317871332e-18
-8.116483227345408502e-02,-1.720753946506962950e-02,9.837237173852377004e-02,8.092956131736290387e-03,3.196012917485052673e-01,-4.868789693413185654e-02,-2.312964634635742664e-18,-8.088095159453776578e-03,-1.325825214724776491e-01,-1.008108399403356559e-01,-4.625929269271485328e-18,-2.312964634635742664e-18,-4.625929269271485328e-18,-4.625929269271485328e-18,-4.625929269271485328e-18,-4.625929269271485328e-18,6.249999999999998612e-02,7.287658773652742061e-01,-1.082531754730548246e-01,-4.625929269271485328e-18,-4.625929269271485328e-18,-4.625929269271485328e-18,-4.625929269271485328e-18,-4.625929269271485328e-18,-1.156482317317871332e-18,-1.156482317317871332e-18,-1.156482317317871332e-18,-1.156482317317871332e-18,-1.156482317317871332e-18,-1.156482317317871332e-18,-1.156482317317871332e-18,-1.156482317317871332e-18,-1.156482317317871332e-18,-1.156482317317871332e-18,-4.829629131445341561e-01,-2.241438680420133889e-01,-1.156482317317871332e-18,-1.156482317317871332e-18,-1.156482317317871332e-18,-1.156482317317871332e-18,-1.156482317317871332e-18,-1.156482317317871332e-18,-1.156482317317871332e-18,-1.156482317317871332e-18,-1.156482317317871332e-18,-1.156482317317871332e-18,-1.156482317317871332e-18,-1.156482317317871332e-18
-7.439900880638816716e-02,-4.636418639920147911e-02,1.207631952055896879e-01,3.334335306586814346e-02,3.689802610898237911e-01,-5.468750000000000000e-02,-2.312964634635742664e-18,-4.625929269271485328e-18,-2.576576468911746520e-01,-1.132333322323528513e-01,-4.625929269271485328e-18,-2.312964634635742664e-18,-4.625929269271485328e-18,-4.625929269271485328e-18,-4.625929269271485328e-18,-4.625929269271485328e-18,-4.625929269271485328e-18,-4.575317547305483151e-02,-1.372595264191645015e-01,-4.625929269271485328e-18,-4.625929269271485328e-18,-4.625929269271485328e-18,-4.625929269271485328e-18,-4.625929269271485328e-18,-1.156482317317871332e-18,-1.156482317317871332e-18,-1.156482317317871332e-18,-1.156482317317871332e-18,-1.156482317317871332e-18,-1.156482317317871332e-18,-1.156482317317871332e-18,-1.156482317317871332e-18,-1.156482317317871332e-18,-1.156482317317871332e-18,-1.156482317317871332e-18,8.365163037378079425e-01,-1.294095225512603697e-01,-1.156482317317871332e-18,-1.156482317317871332e-18,-1.156482317317871332e-18,-1.156482317317871332e-18,-1.156482317317871332e-18,-1.156482317317871332e-18,-1.156482317317871332e-18,-1.156482317317871332e-18,-1.156482317317871332e-18,-1.156482317317871332e-18,-1.156482317317871332e-18
-6.867986187225630368e-02,-7.342748026746517831e-02,1.421073421397215930e-01,5.468750000000000000e-02,4.158552610898237911e-01,-6.040664693413184960e-02,-2.312964634635742664e-18,-4.625929269271485328e-18,-4.225925490014673658e-01,-1.250751254186969752e-01,-4.625929269271485328e-18,-2.312964634635742664e-18,-4.625929269271485328e-18,-4.625929269271485328e-18,-4.625929269271485328e-18,-4.625929269271485328e-18,-4.625929269271485328e-18,-5.122595264191645015e-01,-1.707531754730548523e-01,-4.625929269271485328e-18,-4.625929269271485328e-18,-4.625929269271485328e-18,-4.625929269271485328e-18,-4.625929269271485328e-18,-1.156482317317871332e-18,-1.156482317317871332e-18,-1.156482317317871332e-18,-1.156482317317871332e-18,-1.156482317317871332e-18,-1.156482317317871332e-18,-1.156482317317871332e-18,-1.156482317317871332e-18,-1.156482317317871332e-18,-1.156482317317871332e-18,-1.156482317317871332e-18,-4.829629131445341561e-01,-2.241438680420133889e-01,-1.156482317317871332e-18,-1.156482317317871332e-18,-1.156482317317871332e-18,-1.156482317317871332e-18,-1.156482317317871332e-18,-1.156482317317871332e-18,-1.156482317317871332e-18,-1.156482317317871332e-18,-1.156482317317871332e-18,-1.156482317317871332e-18,-1.156482317317871332e-18
-7.753903840519038582e-02,-7.133412720159704179e-02,1.488731656067874831e-01,2.162460306586814346e-02,1.946012917485052396e-01,-6.221954386826370614e-02,-2.312964634635742664e-18,-4.625929269271485328e-18,-1.671021006765744665e-01,1.325825214724776768e-01,-3.018518207153338476e-02,-2.312964634635742664e-18,-4.625929269271485328e-18,-4.625929269271485328e-18,-4.625929269271485328e-18,-4.625929269271485328e-18,-4.625929269271485328e-18,-1.082531754730548385e-01,3.537658773652742061e-01,-6.250000000000000000e-02,-4.625929269271485328e-18,-4.625929269271485328e-18,-4.625929269271485328e-18,-4.625929269271485328e-18,-1.156482317317871332e-18,-1.156482317317871332e-18,-1.156482317317871332e-18,-1.156482317317871332e-18,-1.156482317317871332e-18,-1.156482317317871332e-18,-1.156482317317871332e-18,-1.156482317317871332e-18,-1.156482317317871332e-18,-1.156482317317871332e-18,-1.156482317317871332e-18,-1.156482317317871332e-18,8.365163037378079425e-01,-1.294095225512603697e-01,-1.156482317317871332e-18,-1.156482317317871332e-18,-1.156482317317871332e-18,-1.156482317317871332e-18,-1.156482317317871332e-18,-1.156482317317871332e-18,-1.156482317317871332e-18,-1.156482317317871332e-18,-1.156482317317871332e-18,-1.156482317317871332e-18
-8.249196493812445408e-02,-7.705327413572890527e-02,1.595452390738534287e-01,3.140029598802219525e-03,4.519226320958226462e-02,-6.507911733532964482e-02,-2.312964634635742664e-18,-4.625929269271485328e-18,-2.426428547836133667e-02,3.180280110342414424e-01,-5.228226898361299640e-02,-2.312964634635742664e-18,-4.625929269271485328e-18,-4.625929269271485328e-18,-4.625929269271485328e-18,-4.625929269271485328e-18,-4.625929269271485328e-18,6.249999999999998612e-02,7.287658773652742061e-01,-1.082531754730548246e-01,-4.625929269271485328e-18,-4.625929269271485328e-18,-4.625929269271485328e-18,-4.625929269271485328e-18,-1.156482317317871332e-18,-1.156482317317871332e-18,-1.156482317317871332e-18,-1.156482317317871332e-18,-1.156482317317871332e-18,-1.156482317317871332e-18,-1.156482317317871332e-18,-1.156482317317871332e-18,-1.156482317317871332e-18,-1.156482317317871332e-18,-1.156482317317871332e-18,-1.156482317317871332e-18,-4.829629131445341561e-01,-2.241438680420133889e-01,-1.156482317317871332e-18,-1.156482317317871332e-18,-1.156482317317871332e-18,-1.156482317317871332e-18,-1.156482317317871332e-18,-1.156482317317871332e-18,-1.156482317317871332e-18,-1.156482317317871332e-18,-1.156482317317871332e-18,-1.156482317317871332e-18
-8.353864147105852234e-02,-9.058492106986076875e-02,1.741235625409193188e-01,-7.662204011977809086e-04,-3.237182452694516849e-02,-6.898536733532964482e-02,-2.312964634635742664e-18,-4.625929269271485328e-18,5.920896593172054155e-03,4.312613432665942659e-01,-6.629126073623882454e-02,-2.312964634635742664e-18,-4.625929269271485328e-18,-4.625929269271485328e-18,-4.625929269271485328e-18,-4.625929269271485328e-18,-4.625929269271485328e-18,-4.625929269271485328e-18,-4.575317547305483151e-02,-1.372595264191645015e-01,-4.625929269271485328e-18,-4.625929269271485328e-18,-4.625929269271485328e-18,-4.625929269271485328e-18,-1.156482317317871332e-18,-1.156482317317871332e-18,-1.156482317317871332e-18,-1.156482317317871332e-18,-1.156482317317871332e-18,-1.156482317317871332e-18,-1.156482317317871332e-18,-1.156482317317871332e-18,-1.156482317317871332e-18,-1.156482317317871332e-18,-1.156482317317871332e-18,-1.156482317317871332e-18,-1.156482317317871332e-18,8.365163037378079425e-01,-1.294095225512603697e-01,-1.156482317317871332e-18,-1.156482317317871332e-18,-1.156482317317871332e-18,-1.156482317317871332e-18,-1.156482317317871332e-18,-1.156482317317871332e-18,-1.156482317317871332e-18,-1.156482317317871332e-18,-1.156482317317871332e-18
-8.563199453692667273e-02,-1.020232149381244818e-01,1.876552094750511546e-01,-8.578720401197777873e-03,-1.291867061317363008e-01,-7.261116120359335790e-02,-2.312964634635742664e-18,-4.625929269271485328e-18,6.629126073623882454e-02,5.638438647390718872e-01,-8.246745105514637075e-02,-2.312964634635742664e-18,-4.625929269271485328e-18,-4.625929269271485328e-18,-4.625929269271485328e-18,-4.625929269271485328e-18,-4.625929269271485328e-18,-4.625929269271485328e-18,-5.122595264191645015e-01,-1.707531754730548523e-01,-4.625929269271485328e-18,-4.625929269271485328e-18,-4.625929269271485328e-18,-4.625929269271485328e-18,-1.156482317317871332e-18,-1.156482317317871332e-18,-1.156482317317871332e-18,-1.156482317317871332e-18,-1.156482317317871332e-18,-1.156482317317871332e-18,-1.156482317317871332e-18,-1.156482317317871332e-18,-1.156482317317871332e-18,-1.156482317317871332e-18,-1.156482317317871332e-18,-1.156482317317871332e-18,-1.156482317317871332e-18,-4.829629131445341561e-01,-2.241438680420133889e-01,-1.156482317317871332e-18,-1.156482317317871332e-18,-1.156482317317871332e-18,-1.156482317317871332e-18,-1.156482317317871332e-18,-1.156482317317871332e-18,-1.156482317317871332e-18,-1.156482317317871332e-18,-1.156482317317871332e-18
-8.381909760279482313e-02,-1.212740088063881810e-01,2.050931064091830458e-01,-1.812896934131854156e-03,-1.541566469341318912e-01,-7.728363160479113925e-02,-2.312964634635742664e-18,-4.625929269271485328e-18,1.400899175262582987e-02,1.412513157376045214e-01,-9.055554621460015774e-02,-2.312964634635742664e-18,-4.625929269271485328e-18,-4.625929269271485328e-18,-4.625929269271485328e-18,-4.625929269271485328e-18,-4.625929269271485328e-18,-4.625929269271485328e-18,-1.082531754730548385e-01,3.537658773652742061e-01,-6.250000000000000000e-02,-4.625929269271485328e-18,-4.625929269271485328e-18,-4.625929269271485328e-18,-1.156482317317871332e-18,-1.156482317317871332e-18,-1.156482317317871332e-18,-1.156482317317871332e-18,-1.156482317317871332e-18,-1.156482317317871332e-18,-1.156482317317871332e-18,-1.156482317317871332e-18,-1.156482317317871332e-18,-1.156482317317871332e-18,-1.156482317317871332e-18,-1.156482317317871332e-18,-1.156482317317871332e-18,-1.156482317317871332e-18,8.365163037378079425e-01,-1.294095225512603697e-01,-1.156482317317871332e-18,-1.156482317317871332e-18,-1.156482317317871332e-18,-1.156482317317871332e-18,-1.156482317317871332e-18,-1.156482317317871332e-18,-1.156482317317871332e-18,-1.156482317317871332e-18
-8.305287720159704179e-02,-1.384314496087837298e-01,2.214843268103808271e-01,1.046676532934071729e-03,-1.983773816047911531e-01,-8.167564587425263367e-02,-2.312964634635742664e-18,-4.625929269271485328e-18,-8.088095159453776578e-03,-1.325825214724776491e-01,-1.008108399403356559e-01,-2.312964634635742664e-18,-4.625929269271485328e-18,-4.625929269271485328e-18,-4.625929269271485328e-18,-4.625929269271485328e-18,-4.625929269271485328e-18,-4.625929269271485328e-18,6.249999999999998612e-02,7.287658773652742061e-01,-1.082531754730548246e-01,-4.625929269271485328e-18,-4.625929269271485328e-18,-4.625929269271485328e-18,-1.156482317317871332e-18,-1.156482317317871332e-18,-1.156482317317871332e-18,-1.156482317317871332e-18,-1.156482317317871332e-18,-1.156482317317871332e-18,-1.156482317317871332e-18,-1.156482317317871332e-18,-1.156482317317871332e-18,-1.156482317317871332e-18,-1.156482317317871332e-18,-1.156482317317871332e-18,-1.156482317317871332e-18,-1.156482317317871332e-18,-4.829629131445341561e-01,-2.241438680420133889e-01,-1.156482317317871332e-18,-1.156482317317871332e-18,-1.156482317317871332e-18,-1.156482317317871332e-18,-1.156482317317871332e-18,-1.156482317317871332e-18,-1.156482317317871332e-18,-1.156482317317871332e-18
-8.333333333333332871e-02,-1.534955373453111838e-01,2.368288706786444986e-01,-8.673617379884035472e-19,-2.618489101437141420e-01,-8.578720401197782730e-02,-2.312964634635742664e-18,-4.625929269271485328e-18,-4.625929269271485328e-18,-2.576576468911746520e-01,-1.132333322323528513e-01,-2.312964634635742664e-18,-4.625929269271485328e-18,-4.625929269271485328e-18,-4.625929269271485328e-18,-4.625929269271485328e-18,-4.625929269271485328e-18,-4.625929269271485328e-18,-4.625929269271485328e-18,-4.575317547305483151e-02,-1.372595264191645015e-01,-4.625929269271485328e-18,-4.625929269271485328e-18,-4.625929269271485328e-18,-1.156482317317871332e-18,-1.156482317317871332e-18,-1.156482317317871332e-18,-1.156482317317871332e-18,-1.156482317317871332e-18,-1.156482317317871332e-18,-1.156482317317871332e-18,-1.156482317317871332e-18,-1.156482317317871332e-18,-1.156482317317871332e-18,-1.156482317317871332e-18,-1.156482317317871332e-18,-1.156482317317871332e-18,-1.156482317317871332e-18,-1.156482317317871332e-18,8.365163037378079425e-01,-1.294095225512603697e-01,-1.156482317317871332e-18,-1.156482317317871332e-18,-1.156482317317871332e-18,-1.156482317317871332e-18,-1.156482317317871332e-18,-1.156482317317871332e-18,-1.156482317317871332e-18
-8.333333333333332871e-02,-1.691205373453111838e-01,2.524538706786444986e-01,-8.673617379884035472e-19,-3.201622040119778134e-01,-8.997391014371411422e-02,-2.312964634635742664e-18,-4.625929269271485328e-18,-4.625929269271485328e-18,-4.225925490014673658e-01,-1.250751254186969752e-01,-2.312964634635742664e-18,-4.625929269271485328e-18,-4.625929269271485328e-18,-4.625929269271485328e-18,-4.625929269271485328e-18,-4.625929269271485328e-18,-4.625929269271485328e-18,-4.625929269271485328e-18,-5.122595264191645015e-01,-1.707531754730548523e-01,-4.625929269271485328e-18,-4.625929269271485328e-18,-4.625929269271485328e-18,-1.156482317317871332e-18,-1.156482317317871332e-18,-1.156482317317871332e-18,-1.156482317317871332e-18,-1.156482317317871332e-18,-1.156482317317871332e-18,-1.156482317317871332e-18,-1.156482317317871332e-18,-1.156482317317871332e-18,-1.156482317317871332e-18,-1.156482317317871332e-18,-1.156482317317871332e-18,-1.156482317317871332e-18,-1.156482317317871332e-18,-1.156482317317871332e-18,-4.829629131445341561e-01,-2.241438680420133889e-01,-1.156482317317871332e-18,-1.156482317317871332e-18,-1.156482317317871332e-18,-1.156482317317871332e-18,-1.156482317317871332e-18,-1.156482317317871332e-18,-1.156482317317871332e-18
-2.892628946506960869e-02,-1.303384934770474568e-01,1.592647829421170447e-01,-1.457832346706592827e-02,-1.754256458742526059e-01,3.599761839520888851e-02,-2.312964634635742664e-18,-4.625929269271485328e-18,-4.625929269271485328e-18,-1.671021006765744665e-01,1.325825214724776768e-01,-3.018518207153338476e-02,-4.625929269271485328e-18,-4.625929269271485328e-18,-4.625929269271485328e-18,-4.625929269271485328e-18,-4.625929269271485328e-18,-4.625929269271485328e-18,-4.625929269271485328e-18,-1.082531754730548385e-01,3.537658773652742061e-01,-6.250000000000000000e-02,-4.625929269271485328e-18,-4.625929269271485328e-18,-1.156482317317871332e-18,-1.156482317317871332e-18,-1.156482317317871332e-18,-1.156482317317871332e-18,-1.156482317317871332e-18,-1.156482317317871332e-18,-1.156482317317871332e-18,-1.156482317317871332e-18,-1.156482317317871332e-18,-1.156482317317871332e-18,-1.156482317317871332e-18,-1.156482317317871332e-18,-1.156482317317871332e-18,-1.156482317317871332e-18,-1.156482317317871332e-18,-1.156482317317871332e-18,8.365163037378079425e-01,-1.294095225512603697e-01,-1.156482317317871332e-18,-1.156482317317871332e-18,-1.156482317317871332e-18,-1.156482317317871332e-18,-1.156482317317871332e-18,-1.156482317317871332e-18
1.090243093612817959e-02,-1.061347730758496755e-01,9.523234213972152362e-02,-2.525039693413185307e-02,-8.509613160479112537e-02,1.270933530658681643e-01,-2.312964634635742664e-18,-4.625929269271485328e-18,-4.625929269271485328e-18,-2.426428547836133667e-02,3.180280110342414424e-01,-5.228226898361298947e-02,-4.625929269271485328e-18,-4.625929269271485328e-18,-4.625929269271485328e-18,-4.625929269271485328e-18,-4.625929269271485328e-18,-4.625929269271485328e-18,-4.625929269271485328e-18,6.249999999999998612e-02,7.287658773652742061e-01,-1.082531754730548246e-01,-4.625929269271485328e-18,-4.625929269271485328e-18,-1.156482317317871332e-18,-1.156482317317871332e-18,-1.156482317317871332e-18,-1.156482317317871332e-18,-1.156482317317871332e-18,-1.156482317317871332e-18,-1.156482317317871332e-18,-1.156482317317871332e-18,-1.156482317317871332e-18,-1.156482317317871332e-18,-1.156482317317871332e-18,-1.156482317317871332e-18,-1.156482317317871332e-18,-1.156482317317871332e-18,-1.156482317317871332e-18,-1.156482317317871332e-18,-4.829629131445341561e-01,-2.241438680420133889e-01,-1.156482317317871332e-18,-1.156482317317871332e-18,-1.156482317317871332e-18,-1.156482317317871332e-18,-1.156482317317871332e-18,-1.156482317317871332e-18
3.615282787026004307e-02,-9.650937614171782586e-02,6.035654827145779666e-02,-3.201622040119778134e-02,-4.917366120359335097e-02,1.833132938682637270e-01,-2.312964634635742664e-18,-4.625929269271485328e-18,-4.625929269271485328e-18,5.920896593172054155e-03,4.312613432665942659e-01,-6.629126073623882454e-02,-4.625929269271485328e-18,-4.625929269271485328e-18,-4.625929269271485328e-18,-4.625929269271485328e-18,-4.625929269271485328e-18,-4.625929269271485328e-18,-4.625929269271485328e-18,-4.625929269271485328e-18,-4.575317547305483151e-02,-1.372595264191645015e-01,-4.625929269271485328e-18,-4.625929269271485328e-18,-1.156482317317871332e-18,-1.156482317317871332e-18,-1.156482317317871332e-18,-1.156482317317871332e-18,-1.156482317317871332e-18,-1.156482317317871332e-18,-1.156482317317871332e-18,-1.156482317317871332e-18,-1.156482317317871332e-18,-1.156482317317871332e-18,-1.156482317317871332e-18,-1.156482317317871332e-18,-1.156482317317871332e-18,-1.156482317317871332e-18,-1.156482317317871332e-18,-1.156482317317871332e-18,-1.156482317317871332e-18,8.365163037378079425e-01,-1.294095225512603697e-01,-1.156482317317871332e-18,-1.156482317317871332e-18,-1.156482317317871332e-18,-1.156482317317871332e-18,-1.156482317317871332e-18
6.530947480439190655e-02,-8.297772920758597626e-02,1.766825440319411133e-02,-3.982872040119778134e-02,1.327132664670350841e-03,2.488781754730549078e-01,-2.312964634635742664e-18,-4.625929269271485328e-18,-4.625929269271485328e-18,6.629126073623882454e-02,5.638438647390718872e-01,-8.246745105514637075e-02,-4.625929269271485328e-18,-4.625929269271485328e-18,-4.625929269271485328e-18,-4.625929269271485328e-18,-4.625929269271485328e-18,-4.625929269271485328e-18,-4.625929269271485328e-18,-4.625929269271485328e-18,-5.122595264191645015e-01,-1.707531754730548523e-01,-4.625929269271485328e-18,-4.625929269271485328e-18,-1.156482317317871332e-18,-1.156482317317871332e-18,-1.156482317317871332e-18,-1.156482317317871332e-18,-1.156482317317871332e-18,-1.156482317317871332e-18,-1.156482317317871332e-18,-1.156482317317871332e-18,-1.156482317317871332e-18,-1.156482317317871332e-18,-1.156482317317871332e-18,-1.156482317317871332e-18,-1.156482317317871332e-18,-1.156482317317871332e-18,-1.156482317317871332e-18,-1.156482317317871332e-18,-1.156482317317871332e-18,-4.829629131445341561e-01,-2.241438680420133889e-01,-1.156482317317871332e-18,-1.156482317317871332e-18,-1.156482317317871332e-18,-1.156482317317871332e-18,-1.156482317317871332e-18
7.988779827145782442e-02,-8.402440574052004452e-02,4.136607469062247855e-03,-4.373497040119778134e-02,-2.579117335329640052e-03,2.795672632095822507e-01,-2.312964634635742664e-18,-4.625929269271485328e-18,-4.625929269271485328e-18,1.400899175262582987e-02,1.412513157376045214e-01,-9.055554621460015774e-02,-4.625929269271485328e-18,-4.625929269271485328e-18,-4.625929269271485328e-18,-4.625929269271485328e-18,-4.625929269271485328e-18,-4.625929269271485328e-18,-4.625929269271485328e-18,-4.625929269271485328e-18,-1.082531754730548385e-01,3.537658773652742061e-01,-6.250000000000000000e-02,-4.625929269271485328e-18,-1.156482317317871332e-18,-1.156482317317871332e-18,-1.156482317317871332e-18,-1.156482317317871332e-18,-1.156482317317871332e-18,-1.156482317317871332e-18,-1.156482317317871332e-18,-1.156482317317871332e-18,-1.156482317317871332e-18,-1.156482317317871332e-18,-1.156482317317871332e-18,-1.156482317317871332e-18,-1.156482317317871332e-18,-1.156482317317871332e-18,-1.156482317317871332e-18,-1.156482317317871332e-18,-1.156482317317871332e-18,-1.156482317317871332e-18,8.365163037378079425e-01,-1.294095225512603697e-01,-1.156482317317871332e-18,-1.156482317317871332e-18,-1.156482317317871332e-18,-1.156482317317871332e-18
9.837237173852377004e-02,-8.116483227345411278e-02,-1.720753946506960175e-02,-4.868789693413185654e-02,8.092956131736290387e-03,3.196012917485052673e-01,-2.312964634635742664e-18,-4.625929269271485328e-18,-4.625929269271485328e-18,-8.088095159453776578e-03,-1.325825214724776491e-01,-1.008108399403356559e-01,-4.625929269271485328e-18,-4.625929269271485328e-18,-4.625929269271485328e-18,-4.625929269271485328e-18,-4.625929269271485328e-18,-4.625929269271485328e-18,-4.625929269271485328e-18,-4.625929269271485328e-18,6.249999999999998612e-02,7.287658773652742061e-01,-1.082531754730548246e-01,-4.625929269271485328e-18,-1.156482317317871332e-18,-1.156482317317871332e-18,-1.156482317317871332e-18,-1.156482317317871332e-18,-1.156482317317871332e-18,-1.156482317317871332e-18,-1.156482317317871332e-18,-1.156482317317871332e-18,-1.156482317317871332e-18,-1.156482317317871332e-18,-1.156482317317871332e-18,-1.156482317317871332e-18,-1.156482317317871332e-18,-1.156482317317871332e-18,-1.156482317317871332e-18,-1.156482317317871332e-18,-1.156482317317871332e-18,-1.156482317317871332e-18,-4.829629131445341561e-01,-2.241438680420133889e-01,-1.156482317317871332e-18,-1.156482317317871332e-18,-1.156482317317871332e-18,-1.156482317317871332e-18
1.207631952055896879e-01,-7.439900880638819491e-02,-4.636418639920145135e-02,-5.468750000000000000e-02,3.334335306586814346e-02,3.689802610898237911e-01,-2.312964634635742664e-18,-4.625929269271485328e-18,-4.625929269271485328e-18,-4.625929269271485328e-18,-2.576576468911746520e-01,-1.132333322323528513e-01,-4.625929269271485328e-18,-4.625929269271485328e-18,-4.625929269271485328e-18,-4.625929269271485328e-18,-4.625929269271485328e-18,-4.625929269271485328e-18,-4.625929269271485328e-18,-4.625929269271485328e-18,-4.625929269271485328e-18,-4.575317547305483151e-02,-1.372595264191645015e-01,-4.625929269271485328e-18,-1.156482317317871332e-18,-1.156482317317871332e-18,-1.156482317317871332e-18,-1.156482317317871332e-18,-1.156482317317871332e-18,-1.156482317317871332e-18,-1.156482317317871332e-18,-1.156482317317871332e-18,-1.156482317317871332e-18,-1.156482317317871332e-18,-1.156482317317871332e-18,-1.156482317317871332e-18,-1.156482317317871332e-18,-1.156482317317871332e-18,-1.156482317317871332e-18,-1.156482317317871332e-18,-1.156482317317871332e-18,-1.156482317317871332e-18,-1.156482317317871332e-18,8.365163037378079425e-01,-1.294095225512603697e-01,-1.156482317317871332e-18,-1.156482317317871332e-18,-1.156482317317871332e-18
1.421073421397215930e-01,-6.867986187225633143e-02,-7.342748026746515055e-02,-6.040664693413184960e-02,5.468750000000000000e-02,4.158552610898237911e-01,-2.312964634635742664e-18,-4.625929269271485328e-18,-4.625929269271485328e-18,-4.625929269271485328e-18,-4.225925490014673658e-01,-1.250751254186969752e-01,-4.625929269271485328e-18,-4.625929269271485328e-18,-4.625929269271485328e-18,-4.625929269271485328e-18,-4.625929269271485328e-18,-4.625929269271485328e-18,-4.625929269271485328e-18,-4.625929269271485328e-18,-4.625929269271485328e-18,-5.122595264191645015e-01,-1.707531754730548523e-01,-4.625929269271485328e-18,-1.156482317317871332e-18,-1.156482317317871332e-18,-1.156482317317871332e-18,-1.156482317317871332e-18,-1.156482317317871332e-18,-1.156482317317871332e-18,-1.156482317317871332e-18,-1.156482317317871332e-18,-1.156482317317871332e-18,-1.156482317317871332e-18,-1.156482317317871332e-18,-1.156482317317871332e-18,-1.156482317317871332e-18,-1.156482317317871332e-18,-1.156482317317871332e-18,-1.156482317317871332e-18,-1.156482317317871332e-18,-1.156482317317871332e-18,-1.156482317317871332e-18,-4.829629131445341561e-01,-2.241438680420133889e-01,-1.156482317317871332e-18,-1.156482317317871332e-18,-1.156482317317871332e-18
1.488731656067874831e-01,-7.753903840519041357e-02,-7.133412720159701403e-02,-6.221954386826370614e-02,2.162460306586814346e-02,1.946012917485052396e-01,-3.018518207153338476e-02,-4.625929269271485328e-18,-4.625929269271485328e-18,-4.625929269271485328e-18,-1.671021006765744665e-01,1.325825214724776768e-01,-4.625929269271485328e-18,-4.625929269271485328e-18,-4.625929269271485328e-18,-4.625929269271485328e-18,-4.625929269271485328e-18,-4.625929269271485328e-18,-4.625929269271485328e-18,-4.625929269271485328e-18,-4.625929269271485328e-18,-1.082531754730548385e-01,3.537658773652742061e-01,-6.250000000000000000e-02,-1.156482317317871332e-18,-1.156482317317871332e-18,-1.156482317317871332e-18,-1.156482317317871332e-18,-1.156482317317871332e-18,-1.156482317317871332e-18,-1.156482317317871332e-18,-1.156482317317871332e-18,-1.156482317317871332e-18,-1.156482317317871332e-18,-1.156482317317871332e-18,-1.156482317317871332e-18,-1.156482317317871332e-18,-1.156482317317871332e-18,-1.156482317317871332e-18,-1.156482317317871332e-18,-1.156482317317871332e-18,-1.156482317317871332e-18,-1.156482317317871332e-18,-1.156482317317871332e-18,8.365163037378079425e-01,-1.294095225512603697e-01,-1.156482317317871332e-18,-1.156482317317871332e-18
1.595452390738534287e-01,-8.249196493812448183e-02,-7.705327413572887751e-02,-6.507911733532964482e-02,3.140029598802219525e-03,4.519226320958226462e-02,-5.228226898361298947e-02,-4.625929269271485328e-18,-4.625929269271485328e-18,-4.625929269271485328e-18,-2.426428547836133667e-02,3.180280110342414424e-01,-4.625929269271485328e-18,-4.625929269271485328e-18,-4.625929269271485328e-18,-4.625929269271485328e-18,-4.625929269271485328e-18,-4.625929269271485328e-18,-4.625929269271485328e-18,-4.625929269271485328e-18,-4.625929269271485328e-18,6.249999999999998612e-02,7.287658773652742061e-01,-1.082531754730548246e-01,-1.156482317317871332e-18,-1.156482317317871332e-18,-1.156482317317871332e-18,-1.156482317317871332e-18,-1.156482317317871332e-18,-1.156482317317871332e-18,-1.156482317317871332e-18,-1.156482317317871332e-18,-1.156482317317871332e-18,-1.156482317317871332e-18,-1.156482317317871332e-18,-1.156482317317871332e-18,-1.156482317317871332e-18,-1.156482317317871332e-18,-1.156482317317871332e-18,-1.156482317317871332e-18,-1.156482317317871332e-18,-1.156482317317871332e-18,-1.156482317317871332e-18,-1.156482317317871332e-18,-4.829629131445341561e-01,-2.241438680420133889e-01,-1.156482317317871332e-18,-1.156482317317871332e-18
