,E_sto,P_sto,P_load_sp,P_shed,P_load,P_sun,P_curt,P_pv,P_grid,c_grid
165,4.43423077,-0.882,0.882,0,0.882,0,0,0,0,0.2
165.5,3.99323077,-0.818,0.818,0,0.818,0,0,0,0,0.2
166,3.58423077,-0.536,0.536,0,0.536,0,0,0,0,0.2
166.5,3.31623077,-0.432,0.432,0,0.432,0,0,0,0,0.2
167,3.10023077,-0.454,0.454,0,0.454,0,0,0,0,0.2
167.5,2.87323077,-0.424,0.424,0,0.424,0,0,0,0,0.2
168,2.66123077,1.9113598,0.294,0,0.294,0,0,0,2.2053598,0.1
168.5,3.61691067,-0.386,0.386,0,0.386,0,0,0,0,0.1
169,3.42391067,-0.272,0.272,0,0.272,0,0,0,0,0.1
169.5,3.28791067,-0.398,0.398,0,0.398,0,0,0,0,0.1
170,3.08891067,-0.296,0.296,0,0.296,0,0,0,0,0.1
170.5,2.94091067,-0.00321588089,0.342,0,0.342,0,0,0,0.338784119,0.1
171,2.93930273,-0.0156873449,0.486,0,0.486,0,0,0,0.470312655,0.1
171.5,2.93145906,0.00652109181,0.384,0,0.384,0,0,0,0.390521092,0.1
172,2.9347196,0.0306401985,0.362,0,0.362,0,0,0,0.392640199,0.1
172.5,2.9500397,-0.0743225806,0.434,0,0.434,0,0,0,0.359677419,0.1
173,2.91287841,0.0316228288,0.308,0,0.308,0,0,0,0.339622829,0.1
173.5,2.92868983,-0.0956228288,0.458,0,0.458,0,0,0,0.362377171,0.1
174,2.88087841,-0.461846154,0.508,0,0.508,0.0461538462,0,0.0461538462,0,0.2
174.5,2.64995533,-0.421846154,0.468,0,0.468,0.0461538462,0,0.0461538462,0,0.2
175,2.43903226,-0.197692308,0.39,0,0.39,0.192307692,0,0.192307692,0,0.2
175.5,2.3401861,0.148769231,0.282,0,0.282,0.430769231,0,0.430769231,0,0.2
176,2.41457072,-0.0653846154,0.45,0,0.45,0.384615385,0,0.384615385,0,0.2
176.5,2.38187841,0.108615385,0.276,0,0.276,0.384615385,0,0.384615385,0,0.2
177,2.4361861,0.182923077,0.394,0,0.394,0.576923077,0,0.576923077,0,0.2
177.5,2.52764764,0.573384615,0.242,0,0.242,0.815384615,0,0.815384615,0,0.2
178,2.81433995,0.0712307692,0.698,0,0.698,0.769230769,0,0.769230769,0,0.2
178.5,2.84995533,0.577230769,0.292,0,0.292,0.869230769,0,0.869230769,0,0.2
179,3.13857072,0.347230769,0.422,0,0.422,0.769230769,0,0.769230769,0,0.2
179.5,3.3121861,0.790153846,0.656,0,0.656,1.44615385,0,1.44615385,0,0.2
180,3.70726303,1.05276923,0.678,0,0.678,1.73076923,0,1.73076923,0,0.2
180.5,4.23364764,0.778461538,0.76,0,0.76,1.53846154,0,1.53846154,0,0.2
181,4.62287841,0.654,0.646,0,0.646,1.3,0,1.3,0,0.2
181.5,4.94987841,0.730153846,0.716,0,0.716,1.44615385,0,1.44615385,0,0.2
182,5.31495533,1.09276923,0.638,0,0.638,1.73076923,0,1.73076923,0,0.2
182.5,5.86133995,1.02892308,0.748,0,0.748,1.77692308,0,1.77692308,0,0.2
183,6.37580149,0.880461538,0.658,0,0.658,1.53846154,0,1.53846154,0,0.2
183.5,6.81603226,1.17876923,0.652,0,0.652,1.83076923,0,1.83076923,0,0.2
184,7.40541687,0.674307692,0.818,0,0.818,1.49230769,0,1.49230769,0,0.2
184.5,7.74257072,0.405846154,0.748,0,0.748,1.15384615,0,1.15384615,0,0.2
185,7.9454938,0.103692308,1.004,0,1.004,1.10769231,0,1.10769231,0,0.2
185.5,7.99733995,-0.467076923,1.044,0,1.044,0.576923077,0,0.576923077,0,0.2
186,7.76380149,-0.911538462,1.25,0,1.25,0.338461538,0,0.338461538,0,0.2
186.5,7.30803226,-0.827692308,1.02,0,1.02,0.192307692,0,0.192307692,0,0.2
187,6.8941861,-0.829846154,0.876,0,0.876,0.0461538462,0,0.0461538462,0,0.2
187.5,6.47926303,-1.31,1.31,0,1.31,0,0,0,0,0.2
188,5.82426303,-0.778,0.778,0,0.778,0,0,0,0,0.2
188.5,5.43526303,-0.874,0.874,0,0.874,0,0,0,0,0.2
189,4.99826303,-0.87,0.87,0,0.87,0,0,0,0,0.2
189.5,4.56326303,-0.536,0.536,0,0.536,0,0,0,0,0.2
190,4.29526303,-0.378,0.378,0,0.378,0,0,0,0,0.2
190.5,4.10626303,-0.42,0.42,0,0.42,0,0,0,0,0.2
191,3.89626303,-0.346,0.346,0,0.346,0,0,0,0,0.2
191.5,3.72326303,-0.354,0.354,0,0.354,0,0,0,0,0.2
192,3.54626303,0.141295285,0.384,0,0.384,0,0,0,0.525295285,0.1
192.5,3.61691067,-0.448,0.448,0,0.448,0,0,0,0,0.1
193,3.39291067,-0.298,0.298,0,0.298,0,0,0,0,0.1
193.5,3.24391067,-0.26,0.26,0,0.26,0,0,0,0,0.1
194,3.11391067,-0.371096774,0.45,0,0.45,0,0,0,0.0789032258,0.1
194.5,2.92836228,0.0218808933,0.288,0,0.288,0,0,0,0.309880893,0.1
195,2.93930273,-0.0156873449,0.286,0,0.286,0,0,0,0.270312655,0.1
195.5,2.93145906,0.00652109181,0.362,0,0.362,0,0,0,0.368521092,0.1
196,2.9347196,0.0306401985,0.22,0,0.22,0,0,0,0.250640199,0.1
196.5,2.9500397,-0.0743225806,0.374,0,0.374,0,0,0,0.299677419,0.1
197,2.91287841,0.0316228288,0.318,0,0.318,0.0461538462,0,0.0461538462,0.303468983,0.1
197.5,2.92868983,-0.0956228288,0.254,0,0.254,0,0,0,0.158377171,0.1
198,2.88087841,-0.763846154,0.81,0,0.81,0.0461538462,0,0.0461538462,0,0.2
198.5,2.49895533,-0.743692308,0.936,0,0.936,0.192307692,0,0.192307692,0,0.2
199,2.12710918,-0.521538462,0.86,0,0.86,0.338461538,0,0.338461538,0,0.2
199.5,1.86633995,-0.583384615,0.968,0,0.968,0.384615385,0,0.384615385,0,0.2
200,1.57464764,0.00707692308,0.716,0,0.716,0.723076923,0,0.723076923,0,0.2
200.5,1.5781861,-0.298615385,1.214,0,1.214,0.915384615,0,0.915384615,0,0.2
201,1.42887841,0.632,0.668,0,0.668,1.3,0,1.3,0,0.2
201.5,1.74487841,1.23646154,0.302,0,0.302,1.53846154,0,1.53846154,0,0.2
202,2.36310918,0.910153846,0.436,0,0.436,1.34615385,0,1.34615385,0,0.2
202.5,2.8181861,1.06415385,0.282,0,0.282,1.34615385,0,1.34615385,0,0.2
203,3.35026303,0.842153846,0.604,0,0.604,1.44615385,0,1.44615385,0,0.2
203.5,3.77133995,0.162,1.138,0,1.138,1.3,0,1.3,0,0.2
204,3.85233995,1.36538462,0.85,0,0.85,2.21538462,0,2.21538462,0,0.2
204.5,4.53503226,1.29738462,0.918,0,0.918,2.21538462,0,2.21538462,0,0.2
205,5.18372457,0.402153846,1.044,0,1.044,1.44615385,0,1.44615385,0,0.2
205.5,5.38480149,0.316615385,1.368,0,1.368,1.68461538,0,1.68461538,0,0.2
206,5.54310918,0.0843076923,1.408,0,1.408,1.49230769,0,1.49230769,0,0.2
206.5,5.58526303,0.00969230769,1.098,0,1.098,1.10769231,0,1.10769231,0,0.2
207,5.59010918,0.171230769,0.698,0,0.698,0.869230769,0,0.869230769,0,0.2
207.5,5.67572457,-0.314923077,0.938,0,0.938,0.623076923,0,0.623076923,0,0.2
208,5.51826303,-0.368506203,0.89,0,0.89,0.338461538,0,0.338461538,0.183032258,0.2
208.5,5.33400993,-0.000526054591,0.936,0,0.936,0.146153846,0,0.146153846,0.789320099,0.2
209,5.3337469,-0.170640199,0.914,0,0.914,0.192307692,0,0.192307692,0.551052109,0.2
209.5,5.2484268,-0.349062035,1.222,0,1.222,0.292307692,0,0.292307692,0.580630273,0.2
210,5.07389578,-0.570724566,1.81,0,1.81,0.146153846,0,0.146153846,1.09312159,0.2
210.5,4.7885335,-0.839032258,2.22,0,2.22,0.0461538462,0,0.0461538462,1.3348139,0.2
211,4.36901737,-0.94,0.94,0,0.94,0,0,0,0,0.2
211.5,3.89901737,-1.006,1.006,0,1.006,0,0,0,0,0.2
212,3.39601737,-1.101866,1.254,0,1.254,0,0,0,0.152133995,0.2
212.5,2.84508437,-0.878,0.878,0,0.878,0,0,0,0,0.2
213,2.40608437,-0.96,0.96,0,0.96,0,0,0,0,0.2
213.5,1.92608437,-0.928,0.928,0,0.928,0,0,0,0,0.2
214,1.46208437,-0.856,0.856,0,0.856,0,0,0,0,0.2
214.5,1.03408437,-0.794,0.794,0,0.794,0,0,0,0,0.2
215,0.637084367,-0.703722084,0.868,0,0.868,0,0,0,0.164277916,0.2
215.5,0.285223325,-0.57044665,0.676,0,0.676,0,0,0,0.10555335,0.2
216,0,2.614,0.386,0,0.386,0,0,0,3,0.1
216.5,1.307,2.734,0.266,0,0.266,0,0,0,3,0.1
217,2.674,1.02053102,0.284,0,0.284,0,0,0,1.30453102,0.1
217.5,3.18426551,-0.419612903,0.522,0,0.522,0,0,0,0.102387097,0.1
218,2.97445906,-0.0921935484,0.366,0,0.366,0,0,0,0.273806452,0.1
218.5,2.92836228,0.0218808933,0.408,0,0.408,0,0,0,0.429880893,0.1
219,2.93930273,-0.0156873449,0.368,0,0.368,0,0,0,0.352312655,0.1
219.5,2.93145906,0.00652109181,0.242,0,0.242,0,0,0,0.248521092,0.1
220,2.9347196,0.0306401985,0.35,0,0.35,0,0,0,0.380640199,0.1
220.5,2.9500397,-0.0743225806,0.404,0,0.404,0,0,0,0.329677419,0.1
221,2.91287841,0.0316228288,0.616,0,0.616,0,0,0,0.647622829,0.1
221.5,2.92868983,-0.0956228288,0.414,0,0.414,0,0,0,0.318377171,0.1
222,2.88087841,-0.887846154,0.934,0,0.934,0.0461538462,0,0.0461538462,0,0.2
222.5,2.43695533,-0.436,0.536,0,0.536,0.1,0,0.1,0,0.2
223,2.21895533,-0.237538462,0.476,0,0.476,0.238461538,0,0.238461538,0,0.2
223.5,2.1001861,0.0167692308,0.414,0,0.414,0.430769231,0,0.430769231,0,0.2
224,2.10857072,0.543230769,0.226,0,0.226,0.769230769,0,0.769230769,0,0.2
224.5,2.3801861,0.529384615,0.386,0,0.386,0.915384615,0,0.915384615,0,0.2
225,2.64487841,0.108615385,0.376,0,0.376,0.484615385,0,0.484615385,0,0.2
225.5,2.6991861,0.241076923,0.382,0,0.382,0.623076923,0,0.623076923,0,0.2
226,2.81972457,0.647538462,0.414,0,0.414,1.06153846,0,1.06153846,0,0.2
226.5,3.1434938,0.964153846,0.382,0,0.382,1.34615385,0,1.34615385,0,0.2
227,3.62557072,0.992153846,0.354,0,0.354,1.34615385,0,1.34615385,0,0.2
227.5,4.12164764,-0.0110769231,0.588,0,0.588,0.576923077,0,0.576923077,0,0.2
228,4.11610918,0.413384615,0.402,0,0.402,0.815384615,0,0.815384615,0,0.2
228.5,4.32280149,0.51,0.79,0,0.79,1.3,0,1.3,0,0.2
229,4.57780149,0.708307692,0.684,0,0.684,1.39230769,0,1.39230769,0,0.2
229.5,4.93195533,0.407692308,0.7,0,0.7,1.10769231,0,1.10769231,0,0.2
230,5.13580149,0.0853846154,0.73,0,0.73,0.815384615,0,0.815384615,0,0.2
230.5,5.1784938,0.253692308,0.854,0,0.854,1.10769231,0,1.10769231,0,0.2
231,5.30533995,0.237384615,0.678,0,0.678,0.915384615,0,0.915384615,0,0.2
231.5,5.42403226,0.351230769,0.418,0,0.418,0.769230769,0,0.769230769,0,0.2
232,5.59964764,0.107076923,0.516,0,0.516,0.623076923,0,0.623076923,0,0.2
232.5,5.6531861,-0.193384615,0.678,0,0.678,0.484615385,0,0.484615385,0,0.2
233,5.5564938,-0.577692308,0.87,0,0.87,0.292307692,0,0.292307692,0,0.2
233.5,5.26764764,-0.387503722,0.95,0,0.95,0.338461538,0,0.338461538,0.224034739,0.2
234,5.07389578,-0.570724566,1.118,0,1.118,0.292307692,0,0.292307692,0.254967742,0.2
234.5,4.7885335,-0.793846154,0.94,0,0.94,0.146153846,0,0.146153846,0,0.2
235,4.39161042,-1.024,1.024,0,1.024,0,0,0,0,0.2
235.5,3.87961042,-1.02434739,1.096,0,1.096,0,0,0,0.0716526055,0.2
236,3.36743672,-0.972,0.972,0,0.972,0,0,0,0,0.2
236.5,2.88143672,-1.016,1.016,0,1.016,0,0,0,0,0.2
237,2.37343672,-0.905846154,0.952,0,0.952,0.0461538462,0,0.0461538462,0,0.2
237.5,1.92051365,-1.04155831,1.088,0,1.088,0,0,0,0.0464416873,0.2
238,1.39973449,-0.71,0.71,0,0.71,0,0,0,0,0.2
238.5,1.04473449,-0.646,0.646,0,0.646,0,0,0,0,0.2
239,0.721734491,-0.488,0.488,0,0.488,0,0,0,0,0.2
239.5,0.477734491,-0.41,0.41,0,0.41,0,0,0,0,0.2
240,0.272734491,2.642,0.358,0,0.358,0,0,0,3,0.1
240.5,1.59373449,2.648,0.352,0,0.352,0,0,0,3,0.1
241,2.91773449,0.533062035,0.268,0,0.268,0,0,0,0.801062035,0.1
241.5,3.18426551,-0.324,0.324,0,0.324,0,0,0,0,0.1
242,3.02226551,-0.187806452,0.302,0,0.302,0,0,0,0.114193548,0.1
242.5,2.92836228,0.0218808933,0.318,0,0.318,0,0,0,0.339880893,0.1
243,2.93930273,-0.0156873449,0.482,0,0.482,0,0,0,0.466312655,0.1
243.5,2.93145906,0.00652109181,0.4,0,0.4,0,0,0,0.406521092,0.1
244,2.9347196,0.0306401985,0.442,0,0.442,0,0,0,0.472640199,0.1
244.5,2.9500397,-0.0743225806,0.376,0,0.376,0,0,0,0.301677419,0.1
245,2.91287841,0.0316228288,0.278,0,0.278,0,0,0,0.309622829,0.1
245.5,2.92868983,-0.0956228288,0.456,0,0.456,0,0,0,0.360377171,0.1
246,2.88087841,-0.887846154,0.934,0,0.934,0.0461538462,0,0.0461538462,0,0.2
246.5,2.43695533,-0.653846154,0.7,0,0.7,0.0461538462,0,0.0461538462,0,0.2
247,2.11003226,-0.301846154,0.448,0,0.448,0.146153846,0,0.146153846,0,0.2
247.5,1.95910918,-0.229538462,0.468,0,0.468,0.238461538,0,0.238461538,0,0.2
248,1.84433995,0.170769231,0.36,0,0.36,0.530769231,0,0.530769231,0,0.2
248.5,1.92972457,0.571384615,0.244,0,0.244,0.815384615,0,0.815384615,0,0.2
249,2.21541687,1.50876923,0.322,0,0.322,1.83076923,0,1.83076923,0,0.2
249.5,2.96980149,1.54707692,0.376,0,0.376,1.92307692,0,1.92307692,0,0.2
250,3.74333995,1.04030769,0.352,0,0.352,1.39230769,0,1.39230769,0,0.2
250.5,4.2634938,1.78538462,0.43,0,0.43,2.21538462,0,2.21538462,0,0.2
251,5.1561861,1.67553846,0.486,0,0.486,2.16153846,0,2.16153846,0,0.2
251.5,5.99395533,2.114,0.486,0,0.486,2.6,0,2.6,0,0.2
252,7.05095533,1.89808933,0.618,0,0.618,2.93076923,0.414679901,2.51608933,0,0.2
252.5,8,0,0.946,0,0.946,3.07692308,2.13092308,0.946,0,0.2
253,8,0,0.82,0,0.82,2.83846154,2.01846154,0.82,0,0.2
253.5,8,0,0.788,0,0.788,2.98461538,2.19661538,0.788,0,0.2
254,8,0,0.784,0,0.784,2.93076923,2.14676923,0.784,0,0.2
254.5,8,0,0.866,0,0.866,2.79230769,1.92630769,0.866,0,0.2
255,8,0,0.758,0,0.758,2.30769231,1.54969231,0.758,0,0.2
255.5,8,0,0.414,0,0.414,2.06923077,1.65523077,0.414,0,0.2
256,8,0,0.474,0,0.474,1.53846154,1.06446154,0.474,0,0.2
256.5,8,0,0.854,0,0.854,1.63846154,0.784461538,0.854,0,0.2
257,8,-0.00661538462,0.922,0,0.922,0.915384615,0,0.915384615,0,0.2
257.5,7.99669231,-0.521230769,0.952,0,0.952,0.430769231,0,0.430769231,0,0.2
258,7.73607692,-0.681538462,1.02,0,1.02,0.338461538,0,0.338461538,0,0.2
258.5,7.39530769,-0.635538462,0.874,0,0.874,0.238461538,0,0.238461538,0,0.2
259,7.07753846,-0.74,0.84,0,0.84,0.1,0,0.1,0,0.2
259.5,6.70753846,-0.806,0.806,0,0.806,0,0,0,0,0.2
260,6.30453846,-0.834,0.834,0,0.834,0,0,0,0,0.2
260.5,5.88753846,-0.892,0.892,0,0.892,0,0,0,0,0.2
261,5.44153846,-0.852,0.852,0,0.852,0,0,0,0,0.2
261.5,5.01553846,-1.34,1.34,0,1.34,0,0,0,0,0.2
262,4.34553846,-1.054,1.054,0,1.054,0,0,0,0,0.2
262.5,3.81853846,-0.954,0.954,0,0.954,0,0,0,0,0.2
263,3.34153846,-0.732,0.732,0,0.732,0,0,0,0,0.2
263.5,2.97553846,-0.622,0.622,0,0.622,0,0,0,0,0.2
264,2.66453846,1.90474442,0.58,0,0.58,0,0,0,2.48474442,0.1
264.5,3.61691067,-0.446,0.446,0,0.446,0,0,0,0,0.1
265,3.39391067,-0.419290323,0.428,0,0.428,0,0,0,0.00870967742,0.1
265.5,3.18426551,-0.419612903,0.452,0,0.452,0,0,0,0.0323870968,0.1
266,2.97445906,-0.0921935484,0.356,0,0.356,0,0,0,0.263806452,0.1
266.5,2.92836228,0.0218808933,0.36,0,0.36,0,0,0,0.381880893,0.1
267,2.93930273,-0.0156873449,0.434,0,0.434,0,0,0,0.418312655,0.1
267.5,2.93145906,0.00652109181,0.574,0,0.574,0,0,0,0.580521092,0.1
268,2.9347196,0.0306401985,0.536,0,0.536,0,0,0,0.566640199,0.1
268.5,2.9500397,-0.0743225806,0.33,0,0.33,0,0,0,0.255677419,0.1
269,2.91287841,0.0316228288,0.696,0,0.696,0,0,0,0.727622829,0.1
269.5,2.92868983,-0.0956228288,0.608,0,0.608,0.0461538462,0,0.0461538462,0.466223325,0.1
270,2.88087841,-0.53,0.53,0,0.53,0,0,0,0,0.2
270.5,2.61587841,-0.239692308,0.432,0,0.432,0.192307692,0,0.192307692,0,0.2
271,2.49603226,-0.119692308,0.412,0,0.412,0.292307692,0,0.292307692,0,0.2
271.5,2.4361861,-0.0552307692,0.486,0,0.486,0.430769231,0,0.430769231,0,0.2
272,2.40857072,0.0672307692,0.702,0,0.702,0.769230769,0,0.769230769,0,0.2
272.5,2.4421861,0.171076923,0.552,0,0.552,0.723076923,0,0.723076923,0,0.2
273,2.52772457,0.443384615,0.372,0,0.372,0.815384615,0,0.815384615,0,0.2
273.5,2.74941687,0.637538462,0.424,0,0.424,1.06153846,0,1.06153846,0,0.2
274,3.0681861,0.335384615,0.48,0,0.48,0.815384615,0,0.815384615,0,0.2
274.5,3.23587841,-0.316461538,1.278,0,1.278,0.961538462,0,0.961538462,0,0.2
275,3.07764764,0.869846154,0.384,0,0.384,1.25384615,0,1.25384615,0,0.2
275.5,3.51257072,0.783692308,0.324,0,0.324,1.10769231,0,1.10769231,0,0.2
276,3.90441687,1.47107692,0.452,0,0.452,1.92307692,0,1.92307692,0,0.2
276.5,4.63995533,-0.143538462,0.482,0,0.482,0.338461538,0,0.338461538,0,0.2
277,4.5681861,-0.189692308,0.482,0,0.482,0.292307692,0,0.292307692,0,0.2
277.5,4.47333995,-0.174769231,0.944,0,0.944,0.769230769,0,0.769230769,0,0.2
278,4.38595533,-0.0706153846,0.986,0,0.986,0.915384615,0,0.915384615,0,0.2
278.5,4.35064764,0.951076923,0.972,0,0.972,1.92307692,0,1.92307692,0,0.2
279,4.8261861,1.10723077,0.962,0,0.962,2.06923077,0,2.06923077,0,0.2
279.5,5.37980149,0.608615385,0.976,0,0.976,1.58461538,0,1.58461538,0,0.2
280,5.68410918,-0.03,1.23,0,1.23,1.2,0,1.2,0,0.2
280.5,5.66910918,0.0975384615,0.964,0,0.964,1.06153846,0,1.06153846,0,0.2
281,5.71787841,-0.216461538,1.178,0,1.178,0.961538462,0,0.961538462,0,0.2
281.5,5.60964764,-0.551076923,1.228,0,1.228,0.676923077,0,0.676923077,0,0.2
282,5.33410918,-0.709230769,1.14,0,1.14,0.430769231,0,0.430769231,0,0.2
282.5,4.9794938,-0.227076923,0.904,0,0.904,0.676923077,0,0.676923077,0,0.2
283,4.86595533,-0.825846154,0.972,0,0.972,0.146153846,0,0.146153846,0,0.2
283.5,4.45303226,-0.877846154,0.924,0,0.924,0.0461538462,0,0.0461538462,0,0.2
284,4.01410918,-0.95,0.95,0,0.95,0,0,0,0,0.2
284.5,3.53910918,-0.976,0.976,0,0.976,0,0,0,0,0.2
285,3.05110918,-1.01,1.01,0,1.01,0,0,0,0,0.2
285.5,2.54610918,-0.858,0.858,0,0.858,0,0,0,0,0.2
286,2.11710918,-1.024,1.024,0,1.024,0,0,0,0,0.2
286.5,1.60510918,-0.952,0.952,0,0.952,0,0,0,0,0.2
287,1.12910918,-0.626,0.626,0,0.626,0,0,0,0,0.2
287.5,0.816109181,-0.592,0.592,0,0.592,0,0,0,0,0.2
288,0.520109181,2.532,0.468,0,0.468,0,0,0,3,0.1
288.5,1.78610918,2.496,0.504,0,0.504,0,0,0,3,0.1
289,3.03410918,0.300312655,0.394,0,0.394,0,0,0,0.694312655,0.1
289.5,3.18426551,-0.314,0.314,0,0.314,0,0,0,0,0.1
290,3.02726551,-0.197806452,0.352,0,0.352,0,0,0,0.154193548,0.1
290.5,2.92836228,0.0218808933,0.35,0,0.35,0,0,0,0.371880893,0.1
291,2.93930273,-0.0156873449,0.472,0,0.472,0,0,0,0.456312655,0.1
291.5,2.93145906,0.00652109181,0.438,0,0.438,0,0,0,0.444521092,0.1
292,2.9347196,0.0306401985,0.416,0,0.416,0,0,0,0.446640199,0.1
292.5,2.9500397,-0.0743225806,0.404,0,0.404,0,0,0,0.329677419,0.1
293,2.91287841,0.0316228288,0.332,0,0.332,0,0,0,0.363622829,0.1
293.5,2.92868983,-0.0956228288,0.336,0,0.336,0,0,0,0.240377171,0.1
294,2.88087841,-0.325846154,0.372,0,0.372,0.0461538462,0,0.0461538462,0,0.2
294.5,2.71795533,-0.573846154,0.62,0,0.62,0.0461538462,0,0.0461538462,0,0.2
295,2.43103226,-0.347846154,0.494,0,0.494,0.146153846,0,0.146153846,0,0.2
295.5,2.25710918,-0.211692308,0.504,0,0.504,0.292307692,0,0.292307692,0,0.2
296,2.15126303,0.0870769231,0.536,0,0.536,0.623076923,0,0.623076923,0,0.2
296.5,2.19480149,0.445384615,0.47,0,0.47,0.915384615,0,0.915384615,0,0.2
297,2.4174938,0.940153846,0.406,0,0.406,1.34615385,0,1.34615385,0,0.2
297.5,2.88757072,1.31676923,0.414,0,0.414,1.73076923,0,1.73076923,0,0.2
298,3.54595533,1.51707692,0.506,0,0.506,2.02307692,0,2.02307692,0,0.2
298.5,4.3044938,1.92584615,0.428,0,0.428,2.35384615,0,2.35384615,0,0.2
299,5.26741687,1.856,0.744,0,0.744,2.6,0,2.6,0,0.2
299.5,6.19541687,1.936,0.664,0,0.664,2.6,0,2.6,0,0.2
300,7.16341687,0.876307692,0.616,0,0.616,1.49230769,0,1.49230769,0,0.2
300.5,7.60157072,-0.249692308,0.542,0,0.542,0.292307692,0,0.292307692,0,0.2
301,7.47672457,-0.83,0.83,0,0.83,0,0,0,0,0.2
301.5,7.06172457,-0.862,0.962,0,0.962,0.1,0,0.1,0,0.2
302,6.63072457,-0.647692308,0.94,0,0.94,0.292307692,0,0.292307692,0,0.2
302.5,6.30687841,-0.639384615,1.024,0,1.024,0.384615385,0,0.384615385,0,0.2
303,5.9871861,0.0556923077,0.952,0,0.952,1.00769231,0,1.00769231,0,0.2
303.5,6.01503226,-0.531230769,1.062,0,1.062,0.530769231,0,0.530769231,0,0.2
304,5.74941687,-0.461384615,0.846,0,0.846,0.384615385,0,0.384615385,0,0.2
304.5,5.51872457,-0.369955335,0.858,0,0.858,0.430769231,0,0.430769231,0.0572754342,0.2
305,5.3337469,-0.170640199,0.958,0,0.958,0.769230769,0,0.769230769,0.0181290323,0.2
305.5,5.2484268,-0.349062035,0.958,0,0.958,0.576923077,0,0.576923077,0.0320148883,0.2
306,5.07389578,-0.570724566,0.996,0,0.996,0.292307692,0,0.292307692,0.132967742,0.2
306.5,4.7885335,-0.839032258,1.164,0,1.164,0.146153846,0,0.146153846,0.178813896,0.2
307,4.36901737,-0.991424318,1.186,0,1.186,0.0461538462,0,0.0461538462,0.148421836,0.2
307.5,3.87330521,-1.01173697,1.112,0,1.112,0,0,0,0.100263027,0.2
308,3.36743672,-1.01,1.01,0,1.01,0,0,0,0,0.2
308.5,2.86243672,-0.87,0.87,0,0.87,0,0,0,0,0.2
309,2.42743672,-0.794,0.794,0,0.794,0,0,0,0,0.2
309.5,2.03043672,-0.586,0.586,0,0.586,0,0,0,0,0.2
310,1.73743672,-0.59,0.59,0,0.59,0,0,0,0,0.2
310.5,1.44243672,-0.564,0.564,0,0.564,0,0,0,0,0.2
311,1.16043672,-0.504,0.504,0,0.504,0,0,0,0,0.2
311.5,0.908436725,-0.55,0.55,0,0.55,0,0,0,0,0.2
312,0.633436725,2.458,0.542,0,0.542,0,0,0,3,0.1
312.5,1.86243672,2.586,0.414,0,0.414,0,0,0,3,0.1
313,3.15543672,0.0576575682,0.44,0,0.44,0,0,0,0.497657568,0.1
313.5,3.18426551,-0.419612903,0.524,0,0.524,0,0,0,0.104387097,0.1
314,2.97445906,-0.0921935484,0.506,0,0.506,0.0461538462,0,0.0461538462,0.367652605,0.1
314.5,2.92836228,0.0218808933,0.544,0,0.544,0,0,0,0.565880893,0.1
315,2.93930273,-0.0156873449,0.496,0,0.496,0,0,0,0.480312655,0.1
315.5,2.93145906,0.00652109181,0.412,0,0.412,0,0,0,0.418521092,0.1
316,2.9347196,0.0306401985,0.242,0,0.242,0,0,0,0.272640199,0.1
316.5,2.9500397,-0.0743225806,0.506,0,0.506,0,0,0,0.431677419,0.1
317,2.91287841,0.0316228288,0.424,0,0.424,0,0,0,0.455622829,0.1
317.5,2.92868983,-0.0956228288,0.71,0,0.71,0,0,0,0.614377171,0.1
318,2.88087841,-0.902,0.902,0,0.902,0,0,0,0,0.2
318.5,2.42987841,-0.882,0.882,0,0.882,0,0,0,0,0.2
319,1.98887841,-0.566,0.566,0,0.566,0,0,0,0,0.2
319.5,1.70587841,-0.413846154,0.56,0,0.56,0.146153846,0,0.146153846,0,0.2
320,1.49895533,-0.185846154,0.332,0,0.332,0.146153846,0,0.146153846,0,0.2
320.5,1.40603226,-0.682,0.782,0,0.782,0.1,0,0.1,0,0.2
321,1.06503226,-0.329846154,0.476,0,0.476,0.146153846,0,0.146153846,0,0.2
321.5,0.900109181,-0.199692308,0.392,0,0.392,0.192307692,0,0.192307692,0,0.2
322,0.800263027,-0.151692308,0.344,0,0.344,0.192307692,0,0.192307692,0,0.2
322.5,0.724416873,-0.0916923077,0.384,0,0.384,0.292307692,0,0.292307692,0,0.2
323,0.67857072,0.47116129,0.336,0,0.336,0.723076923,0,0.723076923,0.0840843672,0.2
323.5,0.914151365,0.937831266,0.464,0,0.464,0.769230769,0,0.769230769,0.632600496,0.2
324,1.383067,1.0468933,0.624,0,0.624,0.869230769,0,0.869230769,0.801662531,0.2
324.5,1.90651365,1.08000993,0.59,0,0.59,0.961538462,0,0.961538462,0.708471464,0.2
325,2.44651861,1.01828288,0.524,0,0.524,1.15384615,0,1.15384615,0.388436725,0.2
325.5,2.95566005,1.13355335,0.852,0,0.852,1.00769231,0,1.00769231,0.977861042,0.2
326,3.52243672,1.04334491,0.738,0,0.738,0.484615385,0,0.484615385,1.29672953,0.2
326.5,4.04410918,0.948024814,0.926,0,0.926,0.530769231,0,0.530769231,1.34325558,0.2
327,4.51812159,0.891225806,0.742,0,0.742,0.484615385,0,0.484615385,1.14861042,0.2
327.5,4.96373449,0.524143921,0.786,0,0.786,0.292307692,0,0.292307692,1.01783623,0.2
328,5.22580645,0.216406948,0.994,0,0.994,0.292307692,0,0.292307692,0.918099256,0.2
