,E_sto,P_sto,P_load_sp,P_shed,P_load,P_sun,P_curt,P_pv,P_grid,c_grid
141,5.384692307692307,-0.966,0.966,0,0.966,0,0,0,0,0.2
141.5,4.901692307692307,-1.084,1.084,0,1.084,0,0,0,0,0.2
142,4.359692307692307,-0.91,0.91,0,0.91,0,0,0,0,0.2
142.5,3.9046923076923075,-0.6559999999999999,0.6559999999999999,0,0.6559999999999999,0,0,0,0,0.2
143,3.5766923076923076,-0.56,0.56,0,0.56,0,0,0,0,0.2
143.5,3.2966923076923074,-0.41600000000000004,0.41600000000000004,0,0.41600000000000004,0,0,0,0,0.2
144,3.088692307692307,-0.31,0.31,0,0.31,0,0,0,0,0.1
144.5,2.9336923076923074,-0.452,0.452,0,0.452,0,0,0,0,0.1
145,2.7076923076923074,-0.252,0.252,0,0.252,0,0,0,0,0.1
145.5,2.5816923076923075,-0.446,0.446,0,0.446,0,0,0,0,0.1
146,2.3586923076923076,-0.386,0.386,0,0.386,0,0,0,0,0.1
146.5,2.1656923076923076,-0.39,0.39,0,0.39,0,0,0,0,0.1
147,1.9706923076923077,-0.478,0.478,0,0.478,0,0,0,0,0.1
147.5,1.7316923076923079,-0.424,0.424,0,0.424,0,0,0,0,0.1
148,1.519692307692308,-0.402,0.402,0,0.402,0,0,0,0,0.1
148.5,1.3186923076923078,-0.358,0.358,0,0.358,0,0,0,0,0.1
149,1.1396923076923078,-0.306,0.306,0,0.306,0,0,0,0,0.1
149.5,0.9866923076923078,-0.47200000000000003,0.47200000000000003,0,0.47200000000000003,0,0,0,0,0.1
150,0.7506923076923078,-0.5318461538461539,0.578,0,0.578,0.046153846153846156,0,0.046153846153846156,0,0.2
150.5,0.48476923076923084,-0.18600000000000005,0.28600000000000003,0,0.28600000000000003,0.1,0,0.1,0,0.2
151,0.3917692307692308,-0.3058461538461539,0.452,0,0.452,0.14615384615384613,0,0.14615384615384613,0,0.2
151.5,0.23884615384615387,-0.47769230769230775,0.77,0,0.77,0.29230769230769227,0,0.29230769230769227,0,0.2
152,0,0.09107692307692306,0.532,0,0.532,0.6230769230769231,0,0.6230769230769231,0,0.2
152.5,0.04553846153846153,0.5472307692307692,0.322,0,0.322,0.8692307692307693,0,0.8692307692307693,0,0.2
153,0.3191538461538461,1.2924615384615386,0.24600000000000002,0,0.24600000000000002,1.5384615384615385,0,1.5384615384615385,0,0.2
153.5,0.9653846153846154,1.5212307692307692,0.44799999999999995,0,0.44799999999999995,1.9692307692307691,0,1.9692307692307691,0,0.2
154,1.726,1.9113846153846152,0.204,0,0.204,2.1153846153846154,0,2.1153846153846154,0,0.2
154.5,2.6816923076923076,1.3287692307692307,0.402,0,0.402,1.7307692307692308,0,1.7307692307692308,0,0.2
155,3.346076923076923,1.4509230769230763,0.326,0,0.326,1.776923076923077,0,1.776923076923077,0,0.2
155.5,4.071538461538461,1.1381538461538465,0.308,0,0.308,1.4461538461538461,0,1.4461538461538461,0,0.2
156,4.640615384615384,1.447230769230769,0.522,0,0.522,1.9692307692307691,0,1.9692307692307691,0,0.2
156.5,5.364230769230769,1.4567692307692308,0.374,0,0.374,1.830769230769231,0,1.830769230769231,0,0.2
157,6.092615384615384,1.6090769230769233,0.414,0,0.414,2.023076923076923,0,2.023076923076923,0,0.2
157.5,6.897153846153846,0.3952307692307695,0.474,0,0.474,0.8692307692307693,0,0.8692307692307693,0,0.2
158,7.094769230769231,0.6258461538461546,0.628,0,0.628,1.2538461538461538,0,1.2538461538461538,0,0.2
158.5,7.407692307692308,-0.3947692307692314,2.364,0,2.364,1.9692307692307691,0,1.9692307692307691,0,0.2
159,7.210307692307692,-0.7119999999999997,2.012,0,2.012,1.2999999999999998,0,1.2999999999999998,0,0.2
159.5,6.854307692307692,0.6481538461538463,0.698,0,0.698,1.346153846153846,0,1.346153846153846,0,0.2
160,7.178384615384616,0.48169230769230786,0.626,0,0.626,1.1076923076923078,0,1.1076923076923078,0,0.2
160.5,7.4192307692307695,1.161538461538461,1.068,0,1.068,0.7692307692307693,0,0.7692307692307693,1.4603076923076923,0.2
161,8,0,0.826,0,0.826,0.4846153846153846,0,0.4846153846153846,0.34138461538461534,0.2
161.5,8,0,1.234,0,1.234,0.14615384615384613,0,0.14615384615384613,1.087846153846154,0.2
162,8,-0.8556923076923084,1.048,0,1.048,0.19230769230769232,0,0.19230769230769232,0,0.2
162.5,7.572153846153846,-0.7998461538461541,0.946,0,0.946,0.14615384615384613,0,0.14615384615384613,0,0.2
163,7.172230769230769,-1.256,1.256,0,1.256,0,0,0,0,0.2
163.5,6.544230769230769,-0.972,0.972,0,0.972,0,0,0,0,0.2
164,6.058230769230769,-0.728,0.728,0,0.728,0,0,0,0,0.2
164.5,5.694230769230769,-0.792,0.792,0,0.792,0,0,0,0,0.2
165,5.298230769230769,-0.882,0.882,0,0.882,0,0,0,0,0.2
165.5,4.857230769230769,-0.818,0.818,0,0.818,0,0,0,0,0.2
166,4.448230769230769,-0.536,0.536,0,0.536,0,0,0,0,0.2
166.5,4.18023076923077,-0.43200000000000005,0.43200000000000005,0,0.43200000000000005,0,0,0,0,0.2
167,3.9642307692307694,-0.45399999999999996,0.45399999999999996,0,0.45399999999999996,0,0,0,0,0.2
167.5,3.7372307692307696,-0.424,0.424,0,0.424,0,0,0,0,0.2
168,3.5252307692307694,-0.294,0.294,0,0.294,0,0,0,0,0.1
168.5,3.3782307692307696,-0.386,0.386,0,0.386,0,0,0,0,0.1
169,3.1852307692307695,-0.272,0.272,0,0.272,0,0,0,0,0.1
169.5,3.0492307692307694,-0.39799999999999996,0.39799999999999996,0,0.39799999999999996,0,0,0,0,0.1
170,2.8502307692307696,-0.29600000000000004,0.29600000000000004,0,0.29600000000000004,0,0,0,0,0.1
170.5,2.7022307692307694,-0.342,0.342,0,0.342,0,0,0,0,0.1
171,2.5312307692307696,-0.486,0.486,0,0.486,0,0,0,0,0.1
171.5,2.2882307692307697,-0.384,0.384,0,0.384,0,0,0,0,0.1
172,2.0962307692307696,-0.36200000000000004,0.36200000000000004,0,0.36200000000000004,0,0,0,0,0.1
172.5,1.9152307692307695,-0.434,0.434,0,0.434,0,0,0,0,0.1
173,1.6982307692307694,-0.308,0.308,0,0.308,0,0,0,0,0.1
173.5,1.5442307692307695,-0.45799999999999996,0.45799999999999996,0,0.45799999999999996,0,0,0,0,0.1
174,1.3152307692307694,-0.461846153846154,0.508,0,0.508,0.046153846153846156,0,0.046153846153846156,0,0.2
174.5,1.0843076923076924,-0.42184615384615376,0.46799999999999997,0,0.46799999999999997,0.046153846153846156,0,0.046153846153846156,0,0.2
175,0.8733846153846155,-0.1976923076923076,0.39,0,0.39,0.19230769230769232,0,0.19230769230769232,0,0.2
175.5,0.7745384615384617,0.14876923076923076,0.282,0,0.282,0.43076923076923074,0,0.43076923076923074,0,0.2
176,0.8489230769230771,-0.06538461538461537,0.45,0,0.45,0.38461538461538464,0,0.38461538461538464,0,0.2
176.5,0.8162307692307694,0.10861538461538456,0.276,0,0.276,0.38461538461538464,0,0.38461538461538464,0,0.2
177,0.8705384615384617,0.18292307692307697,0.39399999999999996,0,0.39399999999999996,0.5769230769230769,0,0.5769230769230769,0,0.2
177.5,0.9620000000000002,0.5733846153846152,0.242,0,0.242,0.8153846153846154,0,0.8153846153846154,0,0.2
178,1.2486923076923078,0.07123076923076921,0.698,0,0.698,0.7692307692307693,0,0.7692307692307693,0,0.2
178.5,1.2843076923076924,0.5772307692307694,0.292,0,0.292,0.8692307692307693,0,0.8692307692307693,0,0.2
179,1.572923076923077,0.34723076923076945,0.42200000000000004,0,0.42200000000000004,0.7692307692307693,0,0.7692307692307693,0,0.2
179.5,1.7465384615384618,0.7901538461538458,0.6559999999999999,0,0.6559999999999999,1.4461538461538461,0,1.4461538461538461,0,0.2
180,2.1416153846153847,1.052769230769231,0.6779999999999999,0,0.6779999999999999,1.7307692307692308,0,1.7307692307692308,0,0.2
180.5,2.668,0.7784615384615385,0.76,0,0.76,1.5384615384615385,0,1.5384615384615385,0,0.2
181,3.0572307692307694,0.6539999999999999,0.6459999999999999,0,0.6459999999999999,1.2999999999999998,0,1.2999999999999998,0,0.2
181.5,3.3842307692307694,0.7301538461538462,0.716,0,0.716,1.4461538461538461,0,1.4461538461538461,0,0.2
182,3.7493076923076925,1.092769230769231,0.638,0,0.638,1.7307692307692308,0,1.7307692307692308,0,0.2
182.5,4.295692307692308,1.0289230769230766,0.748,0,0.748,1.776923076923077,0,1.776923076923077,0,0.2
183,4.810153846153846,0.8804615384615389,0.6579999999999999,0,0.6579999999999999,1.5384615384615385,0,1.5384615384615385,0,0.2
183.5,5.250384615384616,1.1787692307692303,0.652,0,0.652,1.830769230769231,0,1.830769230769231,0,0.2
184,5.839769230769231,0.6743076923076927,0.818,0,0.818,1.4923076923076921,0,1.4923076923076921,0,0.2
184.5,6.176923076923077,0.40584615384615397,0.748,0,0.748,1.1538461538461537,0,1.1538461538461537,0,0.2
185,6.379846153846154,0.10369230769230775,1.004,0,1.004,1.1076923076923078,0,1.1076923076923078,0,0.2
185.5,6.431692307692308,2.532923076923078,1.044,0,1.044,0.5769230769230769,0,0.5769230769230769,3,0.2
186,7.698153846153847,0.603692307692306,1.25,0,1.25,0.3384615384615385,0,0.3384615384615385,1.5152307692307687,0.2
186.5,8,0,1.02,0,1.02,0.19230769230769232,0,0.19230769230769232,0.8276923076923077,0.2
187,8,0,0.8759999999999999,0,0.8759999999999999,0.046153846153846156,0,0.046153846153846156,0.8298461538461537,0.2
187.5,8,0,1.31,0,1.31,0,0,0,1.31,0.2
188,8,-0.778,0.778,0,0.778,0,0,0,0,0.2
188.5,7.611,-0.8740000000000001,0.8740000000000001,0,0.8740000000000001,0,0,0,0,0.2
189,7.1739999999999995,-0.87,0.87,0,0.87,0,0,0,0,0.2
189.5,6.739,-0.536,0.536,0,0.536,0,0,0,0,0.2
190,6.471,-0.37799999999999995,0.37799999999999995,0,0.37799999999999995,0,0,0,0,0.2
190.5,6.282,-0.42,0.42,0,0.42,0,0,0,0,0.2
191,6.072,-0.34600000000000003,0.34600000000000003,0,0.34600000000000003,0,0,0,0,0.2
191.5,5.899,-0.354,0.354,0,0.354,0,0,0,0,0.2
192,5.722,-0.384,0.384,0,0.384,0,0,0,0,0.1
192.5,5.53,-0.44799999999999995,0.44799999999999995,0,0.44799999999999995,0,0,0,0,0.1
193,5.306,-0.298,0.298,0,0.298,0,0,0,0,0.1
193.5,5.157,-0.26,0.26,0,0.26,0,0,0,0,0.1
194,5.027,-0.45,0.45,0,0.45,0,0,0,0,0.1
194.5,4.8020000000000005,-0.28800000000000003,0.28800000000000003,0,0.28800000000000003,0,0,0,0,0.1
195,4.658,-0.28600000000000003,0.28600000000000003,0,0.28600000000000003,0,0,0,0,0.1
195.5,4.515000000000001,-0.36200000000000004,0.36200000000000004,0,0.36200000000000004,0,0,0,0,0.1
196,4.3340000000000005,-0.22,0.22,0,0.22,0,0,0,0,0.1
196.5,4.224,-0.374,0.374,0,0.374,0,0,0,0,0.1
197,4.037,-0.2718461538461536,0.318,0,0.318,0.046153846153846156,0,0.046153846153846156,0,0.1
197.5,3.901076923076923,-0.254,0.254,0,0.254,0,0,0,0,0.1
198,3.7740769230769233,-0.7638461538461536,0.81,0,0.81,0.046153846153846156,0,0.046153846153846156,0,0.2
198.5,3.3921538461538465,-0.7436923076923074,0.9359999999999999,0,0.9359999999999999,0.19230769230769232,0,0.19230769230769232,0,0.2
199,3.020307692307693,-0.5215384615384613,0.86,0,0.86,0.3384615384615385,0,0.3384615384615385,0,0.2
199.5,2.759538461538462,-0.5833846153846158,0.968,0,0.968,0.38461538461538464,0,0.38461538461538464,0,0.2
200,2.4678461538461542,0.007076923076922981,0.716,0,0.716,0.7230769230769231,0,0.7230769230769231,0,0.2
200.5,2.4713846153846157,-0.2986153846153847,1.214,0,1.214,0.9153846153846155,0,0.9153846153846155,0,0.2
201,2.3220769230769234,0.6319999999999997,0.6679999999999999,0,0.6679999999999999,1.2999999999999998,0,1.2999999999999998,0,0.2
201.5,2.638076923076923,1.2364615384615387,0.302,0,0.302,1.5384615384615385,0,1.5384615384615385,0,0.2
202,3.2563076923076926,0.9101538461538459,0.436,0,0.436,1.346153846153846,0,1.346153846153846,0,0.2
202.5,3.7113846153846155,1.0641538461538458,0.282,0,0.282,1.346153846153846,0,1.346153846153846,0,0.2
203,4.243461538461538,0.8421538461538454,0.604,0,0.604,1.4461538461538461,0,1.4461538461538461,0,0.2
203.5,4.664538461538461,0.16199999999999903,1.138,0,1.138,1.2999999999999998,0,1.2999999999999998,0,0.2
204,4.745538461538461,1.365384615384615,0.85,0,0.85,2.2153846153846155,0,2.2153846153846155,0,0.2
204.5,5.428230769230768,1.2973846153846154,0.9179999999999999,0,0.9179999999999999,2.2153846153846155,0,2.2153846153846155,0,0.2
205,6.076923076923076,0.40215384615384586,1.044,0,1.044,1.4461538461538461,0,1.4461538461538461,0,0.2
205.5,6.277999999999999,0.31661538461538363,1.368,0,1.368,1.6846153846153844,0,1.6846153846153844,0,0.2
206,6.4363076923076905,0.08430769230769108,1.4080000000000001,0,1.4080000000000001,1.4923076923076921,0,1.4923076923076921,0,0.2
206.5,6.478461538461536,0.009692307692308333,1.0979999999999999,0,1.0979999999999999,1.1076923076923078,0,1.1076923076923078,0,0.2
207,6.48330769230769,0.1712307692307693,0.698,0,0.698,0.8692307692307693,0,0.8692307692307693,0,0.2
207.5,6.568923076923075,2.685076923076922,0.938,0,0.938,0.6230769230769231,0,0.6230769230769231,3,0.2
208,7.911461538461536,0.17707692307692824,0.89,0,0.89,0.3384615384615385,0,0.3384615384615385,0.7286153846153915,0.2
208.5,8,0,0.9359999999999999,0,0.9359999999999999,0.14615384615384613,0,0.14615384615384613,0.7898461538461539,0.2
209,8,0,0.914,0,0.914,0.19230769230769232,0,0.19230769230769232,0.7216923076923077,0.2
209.5,8,0,1.222,0,1.222,0.29230769230769227,0,0.29230769230769227,0.9296923076923077,0.2
210,8,0,1.81,0,1.81,0.14615384615384613,0,0.14615384615384613,1.663846153846154,0.2
210.5,8,0,2.22,0,2.22,0.046153846153846156,0,0.046153846153846156,2.173846153846154,0.2
211,8,0,0.94,0,0.94,0,0,0,0.94,0.2
211.5,8,0,1.006,0,1.006,0,0,0,1.006,0.2
212,8,0,1.254,0,1.254,0,0,0,1.254,0.2
212.5,8,0,0.878,0,0.878,0,0,0,0.878,0.2
213,8,0,0.96,0,0.96,0,0,0,0.96,0.2
213.5,8,0,0.9279999999999999,0,0.9279999999999999,0,0,0,0.9279999999999999,0.2
214,8,0,0.856,0,0.856,0,0,0,0.856,0.2
214.5,8,0,0.794,0,0.794,0,0,0,0.794,0.2
215,8,-0.24261538461538346,0.868,0,0.868,0,0,0,0.6253846153846165,0.2
215.5,7.878692307692308,-0.6759999999999999,0.6759999999999999,0,0.6759999999999999,0,0,0,0,0.2
216,7.540692307692308,-0.386,0.386,0,0.386,0,0,0,0,0.1
216.5,7.347692307692308,-0.266,0.266,0,0.266,0,0,0,0,0.1
217,7.214692307692308,-0.284,0.284,0,0.284,0,0,0,0,0.1
217.5,7.072692307692308,-0.522,0.522,0,0.522,0,0,0,0,0.1
218,6.811692307692308,-0.366,0.366,0,0.366,0,0,0,0,0.1
218.5,6.628692307692308,-0.408,0.408,0,0.408,0,0,0,0,0.1
219,6.424692307692308,-0.368,0.368,0,0.368,0,0,0,0,0.1
219.5,6.240692307692308,-0.242,0.242,0,0.242,0,0,0,0,0.1
220,6.119692307692308,-0.35,0.35,0,0.35,0,0,0,0,0.1
220.5,5.944692307692308,-0.40399999999999997,0.40399999999999997,0,0.40399999999999997,0,0,0,0,0.1
221,5.742692307692308,-0.616,0.616,0,0.616,0,0,0,0,0.1
221.5,5.434692307692308,-0.414,0.414,0,0.414,0,0,0,0,0.1
222,5.227692307692308,-0.8878461538461533,0.934,0,0.934,0.046153846153846156,0,0.046153846153846156,0,0.2
222.5,4.783769230769232,-0.43599999999999994,0.536,0,0.536,0.1,0,0.1,0,0.2
223,4.565769230769232,-0.23753846153846148,0.47600000000000003,0,0.47600000000000003,0.23846153846153845,0,0.23846153846153845,0,0.2
223.5,4.447000000000001,0.016769230769231314,0.414,0,0.414,0.43076923076923074,0,0.43076923076923074,0,0.2
224,4.455384615384617,0.5432307692307692,0.226,0,0.226,0.7692307692307693,0,0.7692307692307693,0,0.2
224.5,4.727000000000001,0.5293846153846147,0.386,0,0.386,0.9153846153846155,0,0.9153846153846155,0,0.2
225,4.9916923076923085,0.10861538461538522,0.376,0,0.376,0.4846153846153846,0,0.4846153846153846,0,0.2
225.5,5.046000000000001,0.24107692307692297,0.382,0,0.382,0.6230769230769231,0,0.6230769230769231,0,0.2
226,5.166538461538463,0.6475384615384616,0.414,0,0.414,1.0615384615384615,0,1.0615384615384615,0,0.2
226.5,5.490307692307693,0.9641538461538453,0.382,0,0.382,1.346153846153846,0,1.346153846153846,0,0.2
227,5.972384615384616,0.9921538461538457,0.354,0,0.354,1.346153846153846,0,1.346153846153846,0,0.2
227.5,6.468461538461539,-0.01107692307692254,0.588,0,0.588,0.5769230769230769,0,0.5769230769230769,0,0.2
228,6.462923076923078,0.413384615384615,0.402,0,0.402,0.8153846153846154,0,0.8153846153846154,0,0.2
228.5,6.669615384615385,0.5099999999999998,0.79,0,0.79,1.2999999999999998,0,1.2999999999999998,0,0.2
229,6.924615384615385,0.7083076923076916,0.684,0,0.684,1.3923076923076925,0,1.3923076923076925,0,0.2
229.5,7.278769230769231,0.407692307692308,0.7,0,0.7,1.1076923076923078,0,1.1076923076923078,0,0.2
230,7.482615384615385,0.08538461538461561,0.73,0,0.73,0.8153846153846154,0,0.8153846153846154,0,0.2
230.5,7.525307692307693,0.2536923076923081,0.8540000000000001,0,0.8540000000000001,1.1076923076923078,0,1.1076923076923078,0,0.2
231,7.652153846153847,0.23738461538461486,0.6779999999999999,0,0.6779999999999999,0.9153846153846155,0,0.9153846153846155,0,0.2
231.5,7.770846153846154,0.351230769230769,0.418,0,0.418,0.7692307692307693,0,0.7692307692307693,0,0.2
232,7.946461538461539,0.10707692307692263,0.516,0,0.516,0.6230769230769231,0,0.6230769230769231,0,0.2
232.5,8,0,0.6779999999999999,0,0.6779999999999999,0.4846153846153846,0,0.4846153846153846,0.19338461538461532,0.2
233,8,0,0.87,0,0.87,0.29230769230769227,0,0.29230769230769227,0.5776923076923077,0.2
233.5,8,0,0.95,0,0.95,0.3384615384615385,0,0.3384615384615385,0.6115384615384615,0.2
234,8,-0.4212307692307711,1.1179999999999999,0,1.1179999999999999,0.29230769230769227,0,0.29230769230769227,0.4044615384615362,0.2
234.5,7.7893846153846145,-0.7938461538461539,0.94,0,0.94,0.14615384615384613,0,0.14615384615384613,0,0.2
235,7.3924615384615375,-1.024,1.024,0,1.024,0,0,0,0,0.2
235.5,6.880461538461538,-1.0959999999999999,1.0959999999999999,0,1.0959999999999999,0,0,0,0,0.2
236,6.332461538461538,-0.972,0.972,0,0.972,0,0,0,0,0.2
236.5,5.846461538461538,-1.016,1.016,0,1.016,0,0,0,0,0.2
237,5.338461538461538,-0.905846153846154,0.9520000000000001,0,0.9520000000000001,0.046153846153846156,0,0.046153846153846156,0,0.2
237.5,4.885538461538461,-1.088,1.088,0,1.088,0,0,0,0,0.2
238,4.341538461538461,-0.71,0.71,0,0.71,0,0,0,0,0.2
238.5,3.9865384615384607,-0.6459999999999999,0.6459999999999999,0,0.6459999999999999,0,0,0,0,0.2
239,3.6635384615384607,-0.488,0.488,0,0.488,0,0,0,0,0.2
239.5,3.419538461538461,-0.41,0.41,0,0.41,0,0,0,0,0.2
240,3.214538461538461,-0.358,0.358,0,0.358,0,0,0,0,0.1
240.5,3.035538461538461,-0.35200000000000004,0.35200000000000004,0,0.35200000000000004,0,0,0,0,0.1
241,2.859538461538461,-0.268,0.268,0,0.268,0,0,0,0,0.1
241.5,2.725538461538461,-0.324,0.324,0,0.324,0,0,0,0,0.1
242,2.563538461538461,-0.302,0.302,0,0.302,0,0,0,0,0.1
242.5,2.4125384615384613,-0.318,0.318,0,0.318,0,0,0,0,0.1
243,2.2535384615384615,-0.48200000000000004,0.48200000000000004,0,0.48200000000000004,0,0,0,0,0.1
243.5,2.0125384615384614,-0.4,0.4,0,0.4,0,0,0,0,0.1
244,1.8125384615384614,-0.442,0.442,0,0.442,0,0,0,0,0.1
244.5,1.5915384615384613,-0.376,0.376,0,0.376,0,0,0,0,0.1
245,1.4035384615384614,-0.278,0.278,0,0.278,0,0,0,0,0.1
245.5,1.2645384615384614,-0.456,0.456,0,0.456,0,0,0,0,0.1
246,1.0365384615384614,-0.8878461538461537,0.934,0,0.934,0.046153846153846156,0,0.046153846153846156,0,0.2
246.5,0.5926153846153845,-0.6538461538461537,0.7,0,0.7,0.046153846153846156,0,0.046153846153846156,0,0.2
247,0.26569230769230767,-0.3018461538461538,0.44799999999999995,0,0.44799999999999995,0.14615384615384613,0,0.14615384615384613,0,0.2
247.5,0.11476923076923076,-0.22953846153846152,0.46799999999999997,0,0.46799999999999997,0.23846153846153845,0,0.23846153846153845,0,0.2
248,0,0,0.36,0,0.36,0.5307692307692308,0.17076923076923078,0.36,0,0.2
248.5,0,0,0.244,0,0.244,0.8153846153846154,0.5713846153846154,0.244,0,0.2
249,0,0,0.322,0,0.322,1.830769230769231,1.5087692307692309,0.32200000000000006,0,0.2
249.5,0,0,0.376,0,0.376,1.923076923076923,1.547076923076923,0.3759999999999999,0,0.2
250,0,0,0.35200000000000004,0,0.35200000000000004,1.3923076923076925,1.0403076923076924,0.3520000000000001,0,0.2
250.5,0,0,0.43,0,0.43,2.2153846153846155,1.7853846153846156,0.42999999999999994,0,0.2
251,0,0,0.486,0,0.486,2.161538461538462,1.6755384615384619,0.486,0,0.2
251.5,0,0,0.486,0,0.486,2.5999999999999996,2.114,0.48599999999999977,0,0.2
252,0,0.5270769230769248,0.618,0,0.618,2.9307692307692306,1.785692307692306,1.1450769230769247,0,0.2
252.5,0.2635384615384624,2.130923076923077,0.946,0,0.946,3.076923076923077,0,3.076923076923077,0,0.2
253,1.3290000000000008,2.0184615384615383,0.82,0,0.82,2.838461538461538,0,2.838461538461538,0,0.2
253.5,2.33823076923077,2.1966153846153844,0.7879999999999999,0,0.7879999999999999,2.9846153846153842,0,2.9846153846153842,0,0.2
254,3.436538461538462,2.1467692307692303,0.784,0,0.784,2.9307692307692306,0,2.9307692307692306,0,0.2
254.5,4.509923076923077,1.9263076923076916,0.866,0,0.866,2.792307692307692,0,2.792307692307692,0,0.2
255,5.473076923076923,1.5496923076923075,0.758,0,0.758,2.3076923076923075,0,2.3076923076923075,0,0.2
255.5,6.247923076923077,1.6552307692307693,0.414,0,0.414,2.069230769230769,0,2.069230769230769,0,0.2
256,7.0755384615384616,1.0644615384615381,0.474,0,0.474,1.5384615384615385,0,1.5384615384615385,0,0.2
256.5,7.607769230769231,0.7844615384615388,0.8540000000000001,0,0.8540000000000001,1.6384615384615384,0,1.6384615384615384,0,0.2
257,8,-0.006615384615384912,0.922,0,0.922,0.9153846153846155,0,0.9153846153846155,0,0.2
257.5,7.9966923076923075,0.006615384615384912,0.9520000000000001,0,0.9520000000000001,0.43076923076923074,0,0.43076923076923074,0.5278461538461539,0.2
258,8,0,1.02,0,1.02,0.3384615384615385,0,0.3384615384615385,0.6815384615384615,0.2
258.5,8,0,0.8740000000000001,0,0.8740000000000001,0.23846153846153845,0,0.23846153846153845,0.6355384615384616,0.2
259,8,0,0.84,0,0.84,0.1,0,0.1,0.74,0.2
259.5,8,0,0.8059999999999999,0,0.8059999999999999,0,0,0,0.8059999999999999,0.2
260,8,0,0.8340000000000001,0,0.8340000000000001,0,0,0,0.8340000000000001,0.2
260.5,8,0,0.892,0,0.892,0,0,0,0.892,0.2
261,8,0,0.852,0,0.852,0,0,0,0.852,0.2
261.5,8,0,1.34,0,1.34,0,0,0,1.34,0.2
262,8,0,1.054,0,1.054,0,0,0,1.054,0.2
262.5,8,-0.9540000000000001,0.9540000000000001,0,0.9540000000000001,0,0,0,0,0.2
263,7.523,-0.732,0.732,0,0.732,0,0,0,0,0.2
263.5,7.157,-0.622,0.622,0,0.622,0,0,0,0,0.2
264,6.846,-0.58,0.58,0,0.58,0,0,0,0,0.1
264.5,6.556,-0.446,0.446,0,0.446,0,0,0,0,0.1
265,6.333,-0.428,0.428,0,0.428,0,0,0,0,0.1
265.5,6.119,-0.452,0.452,0,0.452,0,0,0,0,0.1
266,5.893,-0.35600000000000004,0.35600000000000004,0,0.35600000000000004,0,0,0,0,0.1
266.5,5.715,-0.36,0.36,0,0.36,0,0,0,0,0.1
267,5.535,-0.434,0.434,0,0.434,0,0,0,0,0.1
267.5,5.3180000000000005,-0.574,0.574,0,0.574,0,0,0,0,0.1
268,5.031000000000001,-0.536,0.536,0,0.536,0,0,0,0,0.1
268.5,4.763000000000001,-0.33,0.33,0,0.33,0,0,0,0,0.1
269,4.598000000000001,-0.696,0.696,0,0.696,0,0,0,0,0.1
269.5,4.250000000000001,-0.5618461538461537,0.608,0,0.608,0.046153846153846156,0,0.046153846153846156,0,0.1
270,3.969076923076924,-0.53,0.53,0,0.53,0,0,0,0,0.2
270.5,3.704076923076924,-0.23969230769230787,0.43200000000000005,0,0.43200000000000005,0.19230769230769232,0,0.19230769230769232,0,0.2
271,3.58423076923077,-0.11969230769230776,0.41200000000000003,0,0.41200000000000003,0.29230769230769227,0,0.29230769230769227,0,0.2
271.5,3.524384615384616,-0.05523076923076964,0.486,0,0.486,0.43076923076923074,0,0.43076923076923074,0,0.2
272,3.4967692307692313,0.0672307692307692,0.7020000000000001,0,0.7020000000000001,0.7692307692307693,0,0.7692307692307693,0,0.2
272.5,3.530384615384616,0.17107692307692268,0.552,0,0.552,0.7230769230769231,0,0.7230769230769231,0,0.2
273,3.6159230769230772,0.44338461538461527,0.37200000000000005,0,0.37200000000000005,0.8153846153846154,0,0.8153846153846154,0,0.2
273.5,3.837615384615385,0.6375384615384609,0.424,0,0.424,1.0615384615384615,0,1.0615384615384615,0,0.2
274,4.156384615384615,0.3353846153846156,0.48,0,0.48,0.8153846153846154,0,0.8153846153846154,0,0.2
274.5,4.324076923076923,-0.3164615384615388,1.278,0,1.278,0.9615384615384615,0,0.9615384615384615,0,0.2
275,4.165846153846154,0.8698461538461544,0.384,0,0.384,1.2538461538461538,0,1.2538461538461538,0,0.2
275.5,4.600769230769231,0.7836923076923075,0.324,0,0.324,1.1076923076923078,0,1.1076923076923078,0,0.2
276,4.992615384615385,1.4710769230769234,0.452,0,0.452,1.923076923076923,0,1.923076923076923,0,0.2
276.5,5.728153846153846,-0.14353846153846206,0.48200000000000004,0,0.48200000000000004,0.3384615384615385,0,0.3384615384615385,0,0.2
277,5.656384615384615,-0.18969230769230805,0.48200000000000004,0,0.48200000000000004,0.29230769230769227,0,0.29230769230769227,0,0.2
277.5,5.561538461538461,-0.1747692307692308,0.9440000000000001,0,0.9440000000000001,0.7692307692307693,0,0.7692307692307693,0,0.2
278,5.474153846153846,-0.07061538461538497,0.986,0,0.986,0.9153846153846155,0,0.9153846153846155,0,0.2
278.5,5.438846153846153,0.951076923076922,0.972,0,0.972,1.923076923076923,0,1.923076923076923,0,0.2
279,5.9143846153846145,1.1072307692307692,0.9620000000000001,0,0.9620000000000001,2.069230769230769,0,2.069230769230769,0,0.2
279.5,6.467999999999999,0.6086153846153852,0.976,0,0.976,1.5846153846153848,0,1.5846153846153848,0,0.2
280,6.772307692307692,-0.02999999999999936,1.23,0,1.23,1.2,0,1.2,0,0.2
280.5,6.757307692307692,0.09753846153846091,0.9640000000000001,0,0.9640000000000001,1.0615384615384615,0,1.0615384615384615,0,0.2
